chrom	start	end	chrom_RNA	start_RNA	end_RNA	gene
chr3R	24870701	24871701	chr3R	24868352	24870895	CG5814
chr3R	24876154	24877154	chr3R	24877067	24877134	CG11089
chr3R	24876544	24877544	chr3R	24877067	24877134	CG11089
chr3R	24876544	24877544	chr3R	24877220	24878785	CG31381
chr3R	24884853	24886392	chr3R	24885007	24885141	CG31121
chr3R	24887576	24888814	chr3R	24885007	24885141	CG31121
chr3R	24894105	24895105	chr3R	24894743	24894786	CG11069
chr3R	24894241	24895241	chr3R	24894743	24894786	CG11069
chr3R	24917364	24918364	chr3R	24917708	24917836	CG31120
chr3R	24917364	24918364	chr3R	24918145	24918264	CG11168
chr3R	24917605	24918605	chr3R	24917708	24917836	CG31120
chr3R	24917605	24918605	chr3R	24918145	24918264	CG11168
chr3R	24917997	24918997	chr3R	24918145	24918264	CG11168
chr3R	24921885	24922885	chr3R	24924275	24924356	CG11120
chr3R	24926354	24927354	chr3R	24925304	24926854	CG17462
chr3R	24926585	24927585	chr3R	24925304	24926854	CG17462
chr3R	24931509	24932509	chr3R	24932016	24932236	CG11771
chr3R	24943395	24944395	chr3R	24943275	24943521	CG6238
chr3R	24944456	24945456	chr3R	24945236	24945453	CG13645
chr3R	24944736	24945736	chr3R	24945236	24945453	CG13645
chr3R	24944809	24945809	chr3R	24945236	24945453	CG13645
chr3R	24949039	24950039	chr3R	24947631	24948278	CG13646
chr3R	24959584	24962293	chr3R	24947631	24948278	CG13646
chr3R	24965250	24967556	chr3R	24947631	24948278	CG13646
chr3R	24968723	24970762	chr3R	24947631	24948278	CG13646
chr3R	24971072	24976362	chr3R	24947631	24948278	CG13646
chr3R	24976584	24977477	chr3R	24947631	24948278	CG13646
chr3R	24983883	24984883	chr3R	25009360	25009454	CG13648
chr3R	24985090	24986090	chr3R	25009360	25009454	CG13648
chr3R	24986250	24988696	chr3R	25009360	25009454	CG13648
chr3R	24993219	24994866	chr3R	25009360	25009454	CG13648
chr3R	24995672	24997929	chr3R	25009360	25009454	CG13648
chr3R	25001161	25003177	chr3R	25009360	25009454	CG13648
chr3R	25004328	25005479	chr3R	25009360	25009454	CG13648
chr3R	25012390	25019023	chr3R	25009360	25009454	CG13648
chr3R	25020252	25022233	chr3R	25023272	25023466	CG11780
chr3R	25022367	25023367	chr3R	25023272	25023466	CG11780
chr3R	25022755	25023755	chr3R	25023272	25023466	CG11780
chr3R	25023972	25024972	chr3R	25024799	25025005	CG11781
chr3R	25023982	25024982	chr3R	25024799	25025005	CG11781
chr3R	25024517	25025517	chr3R	25024799	25025005	CG11781
chr3R	25024517	25025517	chr3R	25025238	25026210	CG11783
chr3R	25024734	25025734	chr3R	25024799	25025005	CG11781
chr3R	25024734	25025734	chr3R	25025238	25026210	CG11783
chr3R	25032965	25033965	chr3R	25033159	25033455	CG6369
chr3R	25033375	25034375	chr3R	25033159	25033455	CG6369
chr3R	25038268	25039268	chr3R	25038210	25038318	CG6422
chr3R	25038583	25039583	chr3R	25039374	25039629	CG11785
chr3R	25038749	25039749	chr3R	25039374	25039629	CG11785
chr3R	25038873	25039873	chr3R	25039374	25039629	CG11785
chr3R	25046909	25047909	chr3R	25046324	25046481	CG11786
chr3R	25047205	25048205	chr3R	25048441	25048603	CG11790
chr3R	25048955	25049955	chr3R	25048441	25048603	CG11790
chr3R	25049115	25050115	chr3R	25048441	25048603	CG11790
chr3R	25054153	25055153	chr3R	25054355	25054634	CG31109
chr3R	25054575	25055575	chr3R	25054355	25054634	CG31109
chr3R	25056518	25057518	chr3R	25056034	25056177	CG31111
chr3R	25065091	25066091	chr3R	25065477	25065596	CG7662
chr3R	25065091	25066091	chr3R	25065803	25065941	CG11820
chr3R	25065290	25066290	chr3R	25065477	25065596	CG7662
chr3R	25065290	25066290	chr3R	25065803	25065941	CG11820
chr3R	25066211	25067211	chr3R	25065803	25065941	CG11820
chr3R	25066218	25067218	chr3R	25065803	25065941	CG11820
chr3R	25069426	25070426	chr3R	25068162	25069650	CG7748
chr3R	25069426	25070426	chr3R	25069964	25070024	CG11839
chr3R	25070414	25071414	chr3R	25071738	25072125	CG11836
chr3R	25070625	25071625	chr3R	25071738	25072125	CG11836
chr3R	25074107	25075107	chr3R	25074358	25074607	CG9996
chr3R	25074107	25075107	chr3R	25074881	25075123	CG11920
chr3R	25074376	25075376	chr3R	25074358	25074607	CG9996
chr3R	25074376	25075376	chr3R	25074881	25075123	CG11920
chr3R	25080173	25082081	chr3R	25083551	25084670	CG11921
chr3R	25089889	25091880	chr3R	25095108	25095933	CG11922
chr3R	25094511	25095511	chr3R	25095108	25095933	CG11922
chr3R	25097171	25098171	chr3R	25098533	25098713	CG33096
chr3R	25108725	25109725	chr3R	25108783	25109032	CG34027
chr3R	25122420	25123420	chr3R	25122560	25122909	CG31108
chr3R	25122420	25123420	chr3R	25122560	25122909	CG31510
chr3R	25122872	25123872	chr3R	25122560	25122909	CG31108
chr3R	25122872	25123872	chr3R	25122560	25122909	CG31510
chr3R	25122872	25123872	chr3R	25123460	25123479	CG11844
chr3R	25122944	25123944	chr3R	25123460	25123479	CG11844
chr3R	25137200	25138200	chr3R	25138076	25139903	CG13651
chr3R	25137501	25138501	chr3R	25138076	25139903	CG13651
chr3R	25137571	25138571	chr3R	25138076	25139903	CG13651
chr3R	25140286	25142089	chr3R	25138076	25139903	CG13651
chr3R	25150553	25153951	chr3R	25160904	25161268	CG13652
chr3R	25159768	25162901	chr3R	25160904	25161268	CG13652
chr3R	25170750	25175203	chr3R	25160904	25161268	CG13652
chr3R	25183882	25184882	chr3R	25185012	25185429	CG11849
chr3R	25184510	25185510	chr3R	25185012	25185429	CG11849
chr3R	25202944	25205730	chr3R	25208119	25208281	CG10244
chr3R	25207783	25208783	chr3R	25208119	25208281	CG10244
chr3R	25208616	25209616	chr3R	25208119	25208281	CG10244
chr3R	25231821	25232821	chr3R	25235261	25235518	CG10420
chr3R	25233135	25234135	chr3R	25235261	25235518	CG10420
chr3R	25240953	25241953	chr3R	25242048	25242127	CG11854
chr3R	25241168	25242168	chr3R	25242048	25242127	CG11854
chr3R	25245454	25246454	chr3R	25244488	25245162	CG10422
chr3R	25246972	25247972	chr3R	25247432	25247500	CG10423
chr3R	25246972	25247972	chr3R	25247877	25248106	CG11875
chr3R	25247014	25248014	chr3R	25247432	25247500	CG10423
chr3R	25247014	25248014	chr3R	25247877	25248106	CG11875
chr3R	25247157	25248157	chr3R	25247432	25247500	CG10423
chr3R	25247157	25248157	chr3R	25247877	25248106	CG11875
chr3R	25247370	25248370	chr3R	25247432	25247500	CG10423
chr3R	25247370	25248370	chr3R	25247877	25248106	CG11875
chr3R	25248600	25249600	chr3R	25249593	25249702	CG11856
chr3R	25248847	25249847	chr3R	25249593	25249702	CG11856
chr3R	25261681	25262681	chr3R	25262183	25262494	CG10425
chr3R	25261998	25262998	chr3R	25262183	25262494	CG10425
chr3R	25261998	25262998	chr3R	25262742	25262885	CG11858
chr3R	25262136	25263136	chr3R	25262183	25262494	CG10425
chr3R	25262136	25263136	chr3R	25262742	25262885	CG11858
chr3R	25262240	25263240	chr3R	25262183	25262494	CG10425
chr3R	25262240	25263240	chr3R	25262742	25262885	CG11858
chr3R	25265221	25266221	chr3R	25263265	25265721	CG10506
chr3R	25265221	25266221	chr3R	25265906	25266114	CG11859
chr3R	25265343	25266343	chr3R	25263265	25265721	CG10506
chr3R	25265343	25266343	chr3R	25265906	25266114	CG11859
chr3R	25269708	25270708	chr3R	25270230	25271287	CG11889
chr3R	25292477	25293477	chr3R	25292027	25292971	CG31098
chr3R	25292957	25293957	chr3R	25292027	25292971	CG31098
chr3R	25295094	25296094	chr3R	25295096	25295590	CG31102
chr3R	25315616	25316616	chr3R	25315914	25316104	CG10559
chr3R	25315960	25316960	chr3R	25315914	25316104	CG10559
chr3R	25328816	25329816	chr3R	25330971	25331202	CG10675
chr3R	25329029	25330029	chr3R	25330971	25331202	CG10675
chr3R	25334743	25335743	chr3R	25335027	25335284	CG10669
chr3R	25334743	25335743	chr3R	25335314	25335528	CG11902
chr3R	25334756	25335756	chr3R	25335027	25335284	CG10669
chr3R	25334756	25335756	chr3R	25335314	25335528	CG11902
chr3R	25364824	25367379	chr3R	25358307	25358500	CG11913
chr3R	25374020	25377075	chr3R	25381062	25382800	CG11910
chr3R	25386190	25391169	chr3R	25383715	25383740	CG31437
chr3R	25405468	25408797	chr3R	25400602	25400618	CG31439
chr3R	25419266	25426283	chr3R	25400602	25400618	CG31439
chr3R	25434586	25438711	chr3R	25472481	25473056	CG10772
chr3R	25444269	25447178	chr3R	25472481	25473056	CG10772
chr3R	25447742	25449666	chr3R	25472481	25473056	CG10772
chr3R	25454538	25458476	chr3R	25472481	25473056	CG10772
chr3R	25459568	25464306	chr3R	25472481	25473056	CG10772
chr3R	25472558	25473558	chr3R	25472481	25473056	CG10772
chr3R	25472558	25473558	chr3R	25473515	25473572	CG5127
chr3R	25472989	25473989	chr3R	25472481	25473056	CG10772
chr3R	25472989	25473989	chr3R	25473515	25473572	CG5127
chr3R	25476415	25477415	chr3R	25475761	25476915	CG4553
chr3R	25476415	25477415	chr3R	25477002	25477745	CG5121
chr3R	25476502	25477502	chr3R	25475761	25476915	CG4553
chr3R	25476502	25477502	chr3R	25477002	25477745	CG5121
chr3R	25478465	25480581	chr3R	25479405	25480287	CG4548
chr3R	25482078	25483078	chr3R	25483307	25483797	CG5116
chr3R	25482334	25483334	chr3R	25483307	25483797	CG5116
chr3R	25482597	25483597	chr3R	25483307	25483797	CG5116
chr3R	25482804	25483804	chr3R	25483307	25483797	CG5116
chr3R	25489966	25490966	chr3R	25491489	25493263	CG5112
chr3R	25490436	25491436	chr3R	25491489	25493263	CG5112
chr3R	25490784	25491784	chr3R	25491489	25493263	CG5112
chr3R	25490959	25491959	chr3R	25491489	25493263	CG5112
chr3R	25515617	25516617	chr3R	25506274	25508279	CG5111
chr3R	25517822	25518822	chr3R	25506274	25508279	CG5111
chr3R	25519614	25526002	chr3R	25506274	25508279	CG5111
chr3R	25527446	25529673	chr3R	25506274	25508279	CG5111
chr3R	25530093	25537961	chr3R	25506274	25508279	CG5111
chr3R	25538172	25540915	chr3R	25506274	25508279	CG5111
chr3R	25553835	25554835	chr3R	25582467	25582964	CG4582
chr3R	25571735	25574611	chr3R	25582467	25582964	CG4582
chr3R	25582679	25583679	chr3R	25582467	25582964	CG4582
chr3R	25591001	25592001	chr3R	25599506	25600210	CG5099
chr3R	25595794	25597764	chr3R	25599506	25600210	CG5099
chr3R	25623245	25624245	chr3R	25623171	25623405	CG4673
chr3R	25624162	25625162	chr3R	25623171	25623405	CG4673
chr3R	25624304	25625304	chr3R	25623171	25623405	CG4673
chr3R	25626424	25627424	chr3R	25626742	25626896	CG4685
chr3R	25632227	25634924	chr3R	25626742	25626896	CG4685
chr3R	25637342	25638342	chr3R	25626742	25626896	CG4685
chr3R	25639292	25640292	chr3R	25649184	25649497	CG17383
chr3R	25646005	25647005	chr3R	25649184	25649497	CG17383
chr3R	25646100	25647100	chr3R	25649184	25649497	CG17383
chr3R	25646745	25647745	chr3R	25649184	25649497	CG17383
chr3R	25660786	25661786	chr3R	25660591	25661281	CG4719
chr3R	25661211	25662211	chr3R	25660591	25661281	CG4719
chr3R	25661211	25662211	chr3R	25661799	25662486	CG5053
chr3R	25661294	25662294	chr3R	25661799	25662486	CG5053
chr3R	25678182	25679182	chr3R	25678595	25678681	CG4730
chr3R	25678182	25679182	chr3R	25678711	25678899	CG5039
chr3R	25678182	25679182	chr3R	25678595	25678681	CG4730
chr3R	25678182	25679182	chr3R	25678711	25678899	CG5039
chr3R	25678741	25679741	chr3R	25678711	25678899	CG5039
chr3R	25680050	25681050	chr3R	25680390	25680550	CG4743
chr3R	25680344	25681344	chr3R	25680390	25680550	CG4743
chr3R	25680344	25681344	chr3R	25681265	25682045	CG5028
chr3R	25684551	25685551	chr3R	25685024	25685091	CG4759
chr3R	25684735	25685735	chr3R	25685024	25685091	CG4759
chr3R	25686649	25687649	chr3R	25685767	25685983	CG4774
chr3R	25686870	25687870	chr3R	25685767	25685983	CG4774
chr3R	25694194	25698632	chr3R	25685767	25685983	CG4774
chr3R	25706880	25711184	chr3R	25713841	25713961	CG31092
chr3R	25737526	25738526	chr3R	25749269	25749389	CG31094
chr3R	25738189	25739189	chr3R	25749269	25749389	CG31094
chr3R	25739965	25740965	chr3R	25749269	25749389	CG31094
chr3R	25759822	25760822	chr3R	25749269	25749389	CG31094
chr3R	25850791	25851791	chr3R	25851032	25851291	CG14545
chr3R	25850791	25851791	chr3R	25851653	25851804	CG5886
chr3R	25851131	25852131	chr3R	25851032	25851291	CG14545
chr3R	25851131	25852131	chr3R	25851653	25851804	CG5886
chr3R	25874207	25878691	chr3R	25881015	25881440	CG6120
chr3R	25878926	25880499	chr3R	25881015	25881440	CG6120
chr3R	25880927	25881927	chr3R	25881015	25881440	CG6120
chr3R	25881483	25882483	chr3R	25881015	25881440	CG6120
chr3R	25882073	25883073	chr3R	25881015	25881440	CG6120
chr3R	25887571	25888571	chr3R	25889654	25890278	CG17367
chr3R	25887730	25888730	chr3R	25889654	25890278	CG17367
chr3R	25888041	25889041	chr3R	25889654	25890278	CG17367
chr3R	25892770	25893770	chr3R	25893496	25895115	CG5913
chr3R	25892994	25893994	chr3R	25893496	25895115	CG5913
chr3R	25896975	25897975	chr3R	25897475	25899280	CG5959
chr3R	25982236	25983236	chr3R	25983012	25983348	CG8318
chr3R	25982512	25983512	chr3R	25983012	25983348	CG8318
chr3R	25988054	25991677	chr3R	25983012	25983348	CG8318
chr3R	26001964	26002964	chr3R	25999857	26000699	CG8333
chr3R	26003777	26004777	chr3R	26004925	26006023	CG14548
chr3R	26004181	26005181	chr3R	26004925	26006023	CG14548
chr3R	26004545	26005545	chr3R	26004925	26006023	CG14548
chr3R	26005523	26006523	chr3R	26004925	26006023	CG14548
chr3R	26006001	26007001	chr3R	26004925	26006023	CG14548
chr3R	26007210	26008797	chr3R	26004925	26006023	CG14548
chr3R	26009186	26009961	chr3R	26010962	26011379	CG8337
chr3R	26011068	26012068	chr3R	26010962	26011379	CG8337
chr3R	26016970	26017970	chr3R	26016508	26017470	CG6104
chr3R	26017526	26018526	chr3R	26016508	26017470	CG6104
chr3R	26018809	26019809	chr3R	26016508	26017470	CG6104
chr3R	26019978	26020978	chr3R	26021714	26023136	CG8346
chr3R	26020576	26021576	chr3R	26021714	26023136	CG8346
chr3R	26021322	26022322	chr3R	26021714	26023136	CG8346
chr3R	26022627	26023627	chr3R	26021714	26023136	CG8346
chr3R	26023320	26024320	chr3R	26024034	26024493	CG6099
chr3R	26024079	26025079	chr3R	26024034	26024493	CG6099
chr3R	26030280	26031229	chr3R	26028849	26029735	CG6096
chr3R	26032410	26033410	chr3R	26032910	26034047	CG8354
chr3R	26033547	26034547	chr3R	26032910	26034047	CG8354
chr3R	26039739	26040739	chr3R	26040323	26040863	CG8365
chr3R	26040508	26041508	chr3R	26040323	26040863	CG8365
chr3R	26041235	26042235	chr3R	26040323	26040863	CG8365
chr3R	26041579	26042579	chr3R	26042994	26043379	CG8384
chr3R	26042140	26043140	chr3R	26042994	26043379	CG8384
chr3R	26042319	26043319	chr3R	26042994	26043379	CG8384
chr3R	26051757	26052757	chr3R	26052189	26052235	CG6095
chr3R	26052320	26053320	chr3R	26052824	26053229	CG14542
chr3R	26054938	26055938	chr3R	26054236	26055488	CG6092
chr3R	26055156	26056156	chr3R	26054236	26055488	CG6092
chr3R	26061739	26062739	chr3R	26061960	26062229	CG14551
chr3R	26062511	26063511	chr3R	26061960	26062229	CG14551
chr3R	26064425	26065586	chr3R	26061960	26062229	CG14551
chr3R	26067379	26070018	chr3R	26061960	26062229	CG14551
chr3R	26079396	26081146	chr3R	26088165	26088347	CG32474
chr3R	26081556	26082562	chr3R	26088165	26088347	CG32474
chr3R	26082927	26085117	chr3R	26088165	26088347	CG32474
chr3R	26087328	26089576	chr3R	26088165	26088347	CG32474
chr3R	26095021	26097166	chr3R	26088165	26088347	CG32474
chr3R	26098211	26099211	chr3R	26106869	26107346	CG31324
chr3R	26099127	26100641	chr3R	26106869	26107346	CG31324
chr3R	26106367	26107367	chr3R	26106869	26107346	CG31324
chr3R	26117186	26119521	chr3R	26126792	26127731	CG14556
chr3R	26119783	26122484	chr3R	26126792	26127731	CG14556
chr3R	26129690	26130690	chr3R	26126792	26127731	CG14556
chr3R	26136648	26137648	chr3R	26134994	26136189	CG6142
chr3R	26229747	26230747	chr3R	26230251	26233348	CG12290
chr3R	26229768	26230768	chr3R	26230251	26233348	CG12290
chr3R	26253568	26254568	chr3R	26256932	26257132	CG6058
chr3R	26254102	26255102	chr3R	26256932	26257132	CG6058
chr3R	26260401	26261401	chr3R	26256932	26257132	CG6058
chr3R	26260912	26261912	chr3R	26256932	26257132	CG6058
chr3R	26261015	26262015	chr3R	26256932	26257132	CG6058
chr3R	26261091	26262091	chr3R	26256932	26257132	CG6058
chr3R	26294920	26300474	chr3R	26268373	26269101	CG6154
chr3R	26321787	26323910	chr3R	26344330	26345465	CG6036
chr3R	26415692	26416692	chr3R	26414087	26414930	CG5432
chr3R	26417599	26419428	chr3R	26414087	26414930	CG5432
chr3R	26432067	26434342	chr3R	26425322	26425508	CG34291
chr3R	26435819	26438429	chr3R	26441326	26441736	CG5441
chr3R	26440277	26441277	chr3R	26441326	26441736	CG5441
chr3R	26451827	26452827	chr3R	26452532	26452657	CG5447
chr3R	26452033	26453033	chr3R	26452532	26452657	CG5447
chr3R	26460481	26461481	chr3R	26458352	26458546	CG14238
chr3R	26461026	26462026	chr3R	26458352	26458546	CG14238
chr3R	26475465	26477835	chr3R	26478019	26478083	CG6490
chr3R	26481542	26482640	chr3R	26478019	26478083	CG6490
chr3R	26484824	26485309	chr3R	26478019	26478083	CG6490
chr3R	26485961	26490771	chr3R	26478019	26478083	CG6490
chr3R	26502343	26504010	chr3R	26478019	26478083	CG6490
chr3R	26507043	26508710	chr3R	26537370	26537784	CG5462
chr3R	26521779	26522779	chr3R	26537370	26537784	CG5462
chr3R	26527574	26531741	chr3R	26537370	26537784	CG5462
chr3R	26534717	26535717	chr3R	26537370	26537784	CG5462
chr3R	26535849	26536849	chr3R	26537370	26537784	CG5462
chr3R	26542709	26543709	chr3R	26537370	26537784	CG5462
chr3R	26548950	26550263	chr3R	26537370	26537784	CG5462
chr3R	26551729	26553867	chr3R	26537370	26537784	CG5462
chr3R	26554079	26556929	chr3R	26537370	26537784	CG5462
chr3R	26570815	26573264	chr3R	26584359	26586801	CG31082
chr3R	26573546	26575804	chr3R	26584359	26586801	CG31082
chr3R	26599412	26603100	chr3R	26597671	26598123	CG5467
chr3R	26604080	26606305	chr3R	26597671	26598123	CG5467
chr3R	26611145	26613477	chr3R	26619122	26619181	CG5468
chr3R	26658848	26664230	chr3R	26663597	26663696	CG14249
chr3R	26700181	26704849	chr3R	26693508	26693523	CG14250
chr3R	26716889	26717889	chr3R	26717197	26717385	CG6425
chr3R	26719306	26720306	chr3R	26718327	26718866	CG5484
chr3R	26719346	26720346	chr3R	26718327	26718866	CG5484
chr3R	26724716	26725716	chr3R	26724166	26725215	CG6420
chr3R	26732013	26734860	chr3R	26730996	26731759	CG31079
chr3R	26749515	26751220	chr3R	26737625	26738593	CG14247
chr3R	26791549	26798640	chr3R	26799042	26799480	CG5490
chr3R	26798540	26799540	chr3R	26799042	26799480	CG5490
chr3R	26804011	26805011	chr3R	26799042	26799480	CG5490
chr3R	26804126	26805126	chr3R	26799042	26799480	CG5490
chr3R	26807572	26812361	chr3R	26799042	26799480	CG5490
chr3R	26818840	26821892	chr3R	26799042	26799480	CG5490
chr3R	26823744	26824946	chr3R	26799042	26799480	CG5490
chr3R	26828865	26835830	chr3R	26862636	26862710	CG31072
chr3R	26837724	26840034	chr3R	26862636	26862710	CG31072
chr3R	26862313	26863313	chr3R	26862636	26862710	CG31072
chr3R	26862630	26863630	chr3R	26862636	26862710	CG31072
chr3R	26862630	26863630	chr3R	26863397	26864567	CG5491
chr3R	26862875	26863875	chr3R	26863397	26864567	CG5491
chr3R	26866125	26867125	chr3R	26864604	26866234	CG6386
chr3R	26866125	26867125	chr3R	26866930	26867095	CG5499
chr3R	26866307	26867307	chr3R	26866930	26867095	CG5499
chr3R	26866428	26867428	chr3R	26866930	26867095	CG5499
chr3R	26870067	26871067	chr3R	26871925	26872016	CG6378
chr3R	26871495	26872495	chr3R	26871925	26872016	CG6378
chr3R	26875242	26876242	chr3R	26875543	26875742	CG6354
chr3R	26875242	26876242	chr3R	26875955	26876510	CG14251
chr3R	26875351	26876351	chr3R	26875543	26875742	CG6354
chr3R	26875351	26876351	chr3R	26875955	26876510	CG14251
chr3R	26876062	26877062	chr3R	26875955	26876510	CG14251
chr3R	26876062	26877062	chr3R	26876632	26876755	CG5500
chr3R	26876129	26877129	chr3R	26875955	26876510	CG14251
chr3R	26876129	26877129	chr3R	26876632	26876755	CG5500
chr3R	26876270	26877270	chr3R	26875955	26876510	CG14251
chr3R	26876270	26877270	chr3R	26876632	26876755	CG5500
chr3R	26880644	26881644	chr3R	26880564	26881171	CG6348
chr3R	26880671	26881671	chr3R	26880564	26881171	CG6348
chr3R	26881233	26882233	chr3R	26881733	26882063	CG5507
chr3R	26887489	26899478	chr3R	26881733	26882063	CG5507
chr3R	26899700	26902033	chr3R	26912696	26912886	CG6338
chr3R	26902439	26904133	chr3R	26912696	26912886	CG6338
chr3R	26904390	26908241	chr3R	26912696	26912886	CG6338
chr3R	26912386	26913386	chr3R	26912696	26912886	CG6338
chr3R	26915260	26916260	chr3R	26915732	26915908	CG5518
chr3R	26921853	26928892	chr3R	26915732	26915908	CG5518
chr3R	26929279	26939397	chr3R	26945533	26945580	CG14252
chr3R	26939905	26941758	chr3R	26945533	26945580	CG14252
chr3R	26946748	26947748	chr3R	26947867	26948188	CG18472
chr3R	26947367	26948367	chr3R	26947867	26948188	CG18472
chr3R	26952754	26953754	chr3R	26951774	26951898	CG6330
chr3R	26964317	26965317	chr3R	26964642	26964825	CG6323
chr3R	26964623	26965623	chr3R	26964642	26964825	CG6323
chr3R	26964623	26965623	chr3R	26965434	26966472	CG33083
chr3R	26965985	26966985	chr3R	26965434	26966472	CG33083
chr3R	26966429	26967429	chr3R	26965434	26966472	CG33083
chr3R	26980017	26981017	chr3R	26983962	26984217	CG14253
chr3R	26981819	26983806	chr3R	26983962	26984217	CG14253
chr3R	26988017	26989017	chr3R	26988407	26988515	CG31075
chr3R	26988534	26989534	chr3R	26988407	26988515	CG31075
chr3R	26989352	26990352	chr3R	26989824	26989878	CG31076
chr3R	27032003	27035038	chr3R	27027917	27028677	CG5811
chr3R	27035339	27040838	chr3R	27027917	27028677	CG5811
chr3R	27041153	27043293	chr3R	27049224	27049288	CG5812
chr3R	27048719	27049719	chr3R	27049224	27049288	CG5812
chr3R	27069570	27070570	chr3R	27069143	27070068	CG6134
chr3R	27075369	27076369	chr3R	27078268	27078339	CG14257
chr3R	27082318	27083318	chr3R	27086340	27086619	CG6131
chr3R	27082629	27083629	chr3R	27086340	27086619	CG6131
chr3R	27086119	27087119	chr3R	27086340	27086619	CG6131
chr3R	27090630	27091630	chr3R	27090979	27091123	CG15884
chr3R	27110533	27111533	chr3R	27111270	27112255	CG6070
chr3R	27111325	27112325	chr3R	27111270	27112255	CG6070
chr3R	27111770	27112770	chr3R	27111270	27112255	CG6070
chr3R	27111770	27112770	chr3R	27112570	27112690	CG5815
chr3R	27112065	27113065	chr3R	27111270	27112255	CG6070
chr3R	27112065	27113065	chr3R	27112570	27112690	CG5815
chr3R	27116207	27117207	chr3R	27115230	27116676	CG6066
chr3R	27116207	27117207	chr3R	27116782	27116926	CG5880
chr3R	27116244	27117244	chr3R	27115230	27116676	CG6066
chr3R	27116244	27117244	chr3R	27116782	27116926	CG5880
chr3R	27126937	27137385	chr3R	27124049	27124688	CG6059
chr3R	27137684	27139593	chr3R	27150393	27150998	CG6051
chr3R	27150569	27151569	chr3R	27150393	27150998	CG6051
chr3R	27151161	27152161	chr3R	27151640	27151906	CG5889
chr3R	27157103	27158103	chr3R	27158630	27158844	CG5896
chr3R	27157447	27158447	chr3R	27158630	27158844	CG5896
chr3R	27164568	27165568	chr3R	27165431	27165575	CG34293
chr3R	27164631	27165631	chr3R	27165431	27165575	CG34293
chr3R	27165075	27166075	chr3R	27165431	27165575	CG34293
chr3R	27165075	27166075	chr3R	27165717	27165823	CG31069
chr3R	27165215	27166215	chr3R	27165431	27165575	CG34293
chr3R	27165215	27166215	chr3R	27165717	27165823	CG31069
chr3R	27171589	27172589	chr3R	27165717	27165823	CG31069
chr3R	27175269	27181872	chr3R	27165717	27165823	CG31069
chr3R	27182980	27184540	chr3R	27193943	27193994	CG6127
chr3R	27184759	27186942	chr3R	27193943	27193994	CG6127
chr3R	27188338	27190626	chr3R	27193943	27193994	CG6127
chr3R	27193495	27194495	chr3R	27193943	27193994	CG6127
chr3R	27193767	27194767	chr3R	27193943	27193994	CG6127
chr3R	27196797	27200781	chr3R	27193943	27193994	CG6127
chr3R	27204928	27206762	chr3R	27193943	27193994	CG6127
chr3R	27208076	27209138	chr3R	27219239	27219342	CG34006
chr3R	27215803	27216803	chr3R	27219239	27219342	CG34006
chr3R	27217684	27218684	chr3R	27219239	27219342	CG34006
chr3R	27220832	27223232	chr3R	27219239	27219342	CG34006
chr3R	27226569	27227569	chr3R	27228755	27229424	CG31063
chr3R	27226939	27227939	chr3R	27228755	27229424	CG31063
chr3R	27228022	27229022	chr3R	27228755	27229424	CG31063
chr3R	27228061	27229061	chr3R	27228755	27229424	CG31063
chr3R	27228172	27229172	chr3R	27228755	27229424	CG31063
chr3R	27238585	27239585	chr3R	27239092	27241230	CG5923
chr3R	27238662	27239662	chr3R	27239092	27241230	CG5923
chr3R	27244318	27245318	chr3R	27243822	27243944	CG18766
chr3R	27244749	27245749	chr3R	27243822	27243944	CG18766
chr3R	27244832	27245832	chr3R	27243822	27243944	CG18766
chr3R	27245201	27246201	chr3R	27243822	27243944	CG18766
chr3R	27245902	27246902	chr3R	27247673	27247818	CG5984
chr3R	27252682	27253682	chr3R	27252637	27253180	CG5974
chr3R	27252929	27253929	chr3R	27252637	27253180	CG5974
chr3R	27263555	27264555	chr3R	27263776	27264036	CG5965
chr3R	27264930	27265930	chr3R	27264728	27265430	CG14262
chr3R	27264930	27265930	chr3R	27265456	27265948	CG14260
chr3R	27264956	27265956	chr3R	27264728	27265430	CG14262
chr3R	27264956	27265956	chr3R	27265456	27265948	CG14260
chr3R	27272773	27273773	chr3R	27273703	27273885	CG5934
chr3R	27273204	27274204	chr3R	27273703	27273885	CG5934
chr3R	27274293	27275293	chr3R	27273703	27273885	CG5934
chr3R	27274814	27275814	chr3R	27276292	27276503	CG5938
chr3R	27280530	27281530	chr3R	27281752	27281844	CG3361
chr3R	27281347	27282347	chr3R	27281752	27281844	CG3361
chr3R	27282161	27283161	chr3R	27281752	27281844	CG3361
chr3R	27286865	27287865	chr3R	27288327	27288495	CG3350
chr3R	27286948	27287948	chr3R	27288327	27288495	CG3350
chr3R	27288026	27289026	chr3R	27288327	27288495	CG3350
chr3R	27288026	27289026	chr3R	27288770	27289045	CG3373
chr3R	27288268	27289268	chr3R	27288327	27288495	CG3350
chr3R	27288268	27289268	chr3R	27288770	27289045	CG3373
chr3R	27296193	27298413	chr3R	27292125	27292189	CG3348
chr3R	27298726	27304381	chr3R	27292125	27292189	CG3348
chr3R	27334772	27337153	chr3R	27340621	27341059	CG14264
chr3R	27360959	27365775	chr3R	27359389	27359452	CG6599
chr3R	27377557	27380174	chr3R	27369144	27369417	CG13980
chr3R	27405865	27408474	chr3R	27418242	27418525	CG31062
