chrom	txStart	txStart_plus1	paste_locus
chr3R	2554161	2554162	chr3R_2554161_3263582
chr3R	5237650	5237651	chr3R_5237650_5251745
chr3R	9417939	9417940	chr3R_9417939_9448649
chr3R	9417939	9417940	chr3R_9417939_9455500
chr3R	9419520	9419521	chr3R_9419520_9448649
chr3R	9428560	9428561	chr3R_9428560_9448649
chr3R	9428560	9428561	chr3R_9428560_9455500
chr3R	9432601	9432602	chr3R_9432601_9448649
chr3R	9432601	9432602	chr3R_9432601_9448649
chr3R	9434265	9434266	chr3R_9434265_9448649
chr3R	9434265	9434266	chr3R_9434265_9449468
chr3R	9436834	9436835	chr3R_9436834_9448649
chr3R	9436834	9436835	chr3R_9436834_9448649
chr3R	9436834	9436835	chr3R_9436834_9449468
chr3R	9436834	9436835	chr3R_9436834_9455500
chr3R	11533482	11533483	chr3R_11533482_11542949
chr3R	12550624	12550625	chr3R_12550624_12593998
chr3R	12550624	12550625	chr3R_12550624_12595104
chr3R	12552488	12552489	chr3R_12552488_12595725
chr3R	14664906	14664907	chr3R_14664906_14697292
chr3R	14667852	14667853	chr3R_14667852_14697292
chr3R	17811540	17811541	chr3R_17811540_17872507
chr3R	17811540	17811541	chr3R_17811540_17872507
chr3R	17811540	17811541	chr3R_17811540_17872507
chr3R	19921743	19921744	chr3R_19921743_19925371
chr3R	20948713	20948714	chr3R_20948713_20976239
chr3R	20948779	20948780	chr3R_20948779_20974337
chr3R	20948779	20948780	chr3R_20948779_20974337
chr3R	20948779	20948780	chr3R_20948779_20975284
chr3R	20957733	20957734	chr3R_20957733_20974337
chr3R	20957733	20957734	chr3R_20957733_20975284
chr3R	20957733	20957734	chr3R_20957733_20975284
chr3R	20957733	20957734	chr3R_20957733_20975284
chr3R	22019504	22019505	chr3R_22019504_22023074
chr3R	22019504	22019505	chr3R_22019504_22023335
chr3R	22019732	22019733	chr3R_22019732_22023074
chr3R	24113285	24113286	chr3R_24113285_24128193
chr3R	24113594	24113595	chr3R_24113594_24128193
chr3R	26195249	26195250	chr3R_26195249_26230268
chr3R	27256594	27256595	chr3R_27256594_27264055
chr3R	31405244	31405245	chr3R_31405244_31457873
chr3R	3461350	3461351	chr3R_3461350_3587054
chr3R	4319682	4319683	chr3R_4319682_4325703
chr3R	4319682	4319683	chr3R_4319682_4326093
chr3R	4319682	4319683	chr3R_4319682_4326093
chr3R	4319682	4319683	chr3R_4319682_4326379
chr3R	4441414	4441415	chr3R_4441414_4462883
chr3R	4441949	4441950	chr3R_4441949_4462883
chr3R	4585177	4585178	chr3R_4585177_4589308
chr3R	4718588	4718589	chr3R_4718588_4719399
chr3R	5372591	5372592	chr3R_5372591_5374634
chr3R	5372591	5372592	chr3R_5372591_5374962
chr3R	5635900	5635901	chr3R_5635900_5636852
chr3R	5758679	5758680	chr3R_5758679_5781076
chr3R	5759269	5759270	chr3R_5759269_5777792
chr3R	5759269	5759270	chr3R_5759269_5781076
chr3R	5759569	5759570	chr3R_5759569_5771898
chr3R	5760968	5760969	chr3R_5760968_5771898
chr3R	5760968	5760969	chr3R_5760968_5781076
chr3R	5761151	5761152	chr3R_5761151_5781076
chr3R	5862864	5862865	chr3R_5862864_5959555
chr3R	6406854	6406855	chr3R_6406854_6445475
chr3R	6406856	6406857	chr3R_6406856_6445996
chr3R	6406856	6406857	chr3R_6406856_6448007
chr3R	6406856	6406857	chr3R_6406856_6449274
chr3R	6529168	6529169	chr3R_6529168_6593330
chr3R	6530300	6530301	chr3R_6530300_6593330
chr3R	6684444	6684445	chr3R_6684444_6685157
chr3R	6808795	6808796	chr3R_6808795_6816379
chr3R	6896252	6896253	chr3R_6896252_6999228
chr3R	6897664	6897665	chr3R_6897664_6999228
chr3R	7074858	7074859	chr3R_7074858_7077981
chr3R	7570280	7570281	chr3R_7570280_7639434
chr3R	7571290	7571291	chr3R_7571290_7639434
chr3R	7855581	7855582	chr3R_7855581_7886733
chr3R	7855586	7855587	chr3R_7855586_7886733
chr3R	7858766	7858767	chr3R_7858766_7886733
chr3R	7981816	7981817	chr3R_7981816_7995852
chr3R	8250496	8250497	chr3R_8250496_8260718
chr3R	8250496	8250497	chr3R_8250496_8260718
chr3R	8250496	8250497	chr3R_8250496_8260718
chr3R	8517867	8517868	chr3R_8517867_8521378
chr3R	8519040	8519041	chr3R_8519040_8521378
chr3R	8646171	8646172	chr3R_8646171_8650796
chr3R	8647583	8647584	chr3R_8647583_8650796
chr3R	8647756	8647757	chr3R_8647756_8650796
chr3R	8774285	8774286	chr3R_8774285_8792547
chr3R	8774285	8774286	chr3R_8774285_8799944
chr3R	8774285	8774286	chr3R_8774285_8801176
chr3R	8774285	8774286	chr3R_8774285_8792547
chr3R	8774285	8774286	chr3R_8774285_8799944
chr3R	8774285	8774286	chr3R_8774285_8801176
chr3R	8780946	8780947	chr3R_8780946_8784256
chr3R	8827497	8827498	chr3R_8827497_8931896
chr3R	9042507	9042508	chr3R_9042507_9048651
chr3R	9042507	9042508	chr3R_9042507_9049247
chr3R	9042507	9042508	chr3R_9042507_9050555
chr3R	9066342	9066343	chr3R_9066342_9237025
chr3R	9067577	9067578	chr3R_9067577_9226840
chr3R	9069756	9069757	chr3R_9069756_9237025
chr3R	9069756	9069757	chr3R_9069756_9237682
chr3R	9293641	9293642	chr3R_9293641_9328511
chr3R	9294967	9294968	chr3R_9294967_9328511
chr3R	9566194	9566195	chr3R_9566194_9569189
chr3R	9566194	9566195	chr3R_9566194_9569189
chr3R	9694385	9694386	chr3R_9694385_9699920
chr3R	9694385	9694386	chr3R_9694385_9699920
chr3R	9694385	9694386	chr3R_9694385_9705417
chr3R	9694721	9694722	chr3R_9694721_9699920
chr3R	9694721	9694722	chr3R_9694721_9705417
chr3R	9826080	9826081	chr3R_9826080_9868120
chr3R	9826080	9826081	chr3R_9826080_9868120
chr3R	9874680	9874681	chr3R_9874680_9988876
chr3R	9874680	9874681	chr3R_9874680_9988876
chr3R	9874680	9874681	chr3R_9874680_9995364
chr3R	9928916	9928917	chr3R_9928916_9988876
chr3R	9928916	9928917	chr3R_9928916_9995364
chr3R	10222697	10222698	chr3R_10222697_10223745
chr3R	10223439	10223440	chr3R_10223439_10224725
chr3R	10350181	10350182	chr3R_10350181_10361612
chr3R	10582477	10582478	chr3R_10582477_10639568
chr3R	10737591	10737592	chr3R_10737591_10750817
chr3R	10737591	10737592	chr3R_10737591_10751228
chr3R	10878203	10878204	chr3R_10878203_10879319
chr3R	10972380	10972381	chr3R_10972380_11046065
chr3R	10972380	10972381	chr3R_10972380_11050175
chr3R	11269414	11269415	chr3R_11269414_11305608
chr3R	11328479	11328480	chr3R_11328479_11407627
chr3R	11332877	11332878	chr3R_11332877_11407627
chr3R	11334979	11334980	chr3R_11334979_11407627
chr3R	11656148	11656149	chr3R_11656148_11673974
chr3R	11789292	11789293	chr3R_11789292_11796948
chr3R	11893511	11893512	chr3R_11893511_11949129
chr3R	12449295	12449296	chr3R_12449295_12456355
chr3R	12713102	12713103	chr3R_12713102_12719792
chr3R	12713102	12713103	chr3R_12713102_12720784
chr3R	12713102	12713103	chr3R_12713102_12722442
chr3R	12840559	12840560	chr3R_12840559_12848419
chr3R	12841317	12841318	chr3R_12841317_12848419
chr3R	12841846	12841847	chr3R_12841846_12848419
chr3R	12967774	12967775	chr3R_12967774_12977471
chr3R	13088650	13088651	chr3R_13088650_13163876
chr3R	13222950	13222951	chr3R_13222950_13258777
chr3R	13224624	13224625	chr3R_13224624_13258777
chr3R	13228241	13228242	chr3R_13228241_13259517
chr3R	13715206	13715207	chr3R_13715206_13764667
chr3R	13715206	13715207	chr3R_13715206_13764667
chr3R	13715206	13715207	chr3R_13715206_13764667
chr3R	13715206	13715207	chr3R_13715206_13764667
chr3R	13967954	13967955	chr3R_13967954_14025962
chr3R	13968624	13968625	chr3R_13968624_14032057
chr3R	14154727	14154728	chr3R_14154727_14157431
chr3R	14263357	14263358	chr3R_14263357_14286903
chr3R	14263357	14263358	chr3R_14263357_14286903
chr3R	14263357	14263358	chr3R_14263357_14286903
chr3R	14263357	14263358	chr3R_14263357_14286903
chr3R	14264657	14264658	chr3R_14264657_14286903
chr3R	14391682	14391683	chr3R_14391682_14481713
chr3R	14513900	14513901	chr3R_14513900_14556098
chr3R	14513900	14513901	chr3R_14513900_14558050
chr3R	14513900	14513901	chr3R_14513900_14558304
chr3R	14804091	14804092	chr3R_14804091_14853919
chr3R	14804091	14804092	chr3R_14804091_14853919
chr3R	14804091	14804092	chr3R_14804091_14873451
chr3R	14804091	14804092	chr3R_14804091_14875488
chr3R	14806542	14806543	chr3R_14806542_14811610
chr3R	14806542	14806543	chr3R_14806542_14817946
chr3R	14806542	14806543	chr3R_14806542_14821151
chr3R	15054929	15054930	chr3R_15054929_15077206
chr3R	15056483	15056484	chr3R_15056483_15077206
chr3R	15203068	15203069	chr3R_15203068_15206447
chr3R	15333265	15333266	chr3R_15333265_15338365
chr3R	15442245	15442246	chr3R_15442245_15476193
chr3R	15857870	15857871	chr3R_15857870_15875939
chr3R	15858100	15858101	chr3R_15858100_15875939
chr3R	15986151	15986152	chr3R_15986151_16004081
chr3R	15986151	15986152	chr3R_15986151_16004081
chr3R	15986180	15986181	chr3R_15986180_15993665
chr3R	16116160	16116161	chr3R_16116160_16145284
chr3R	16225650	16225651	chr3R_16225650_16260329
chr3R	16242815	16242816	chr3R_16242815_16260329
chr3R	16374433	16374434	chr3R_16374433_16403683
chr3R	16375283	16375284	chr3R_16375283_16403690
chr3R	16502769	16502770	chr3R_16502769_16568978
chr3R	16502769	16502770	chr3R_16502769_16571363
chr3R	16502769	16502770	chr3R_16502769_16571363
chr3R	16502769	16502770	chr3R_16502769_16571363
chr3R	16502769	16502770	chr3R_16502769_16571363
chr3R	16502769	16502770	chr3R_16502769_16571363
chr3R	16645071	16645072	chr3R_16645071_16647004
chr3R	16831115	16831116	chr3R_16831115_16923127
chr3R	16831115	16831116	chr3R_16831115_16923231
chr3R	16834142	16834143	chr3R_16834142_16923231
chr3R	16845057	16845058	chr3R_16845057_16923231
chr3R	16854884	16854885	chr3R_16854884_16923231
chr3R	17036393	17036394	chr3R_17036393_17040203
chr3R	17152994	17152995	chr3R_17152994_17202130
chr3R	17425767	17425768	chr3R_17425767_17446499
chr3R	17432380	17432381	chr3R_17432380_17432870
chr3R	17558929	17558930	chr3R_17558929_17568404
chr3R	17558929	17558930	chr3R_17558929_17568404
chr3R	17558929	17558930	chr3R_17558929_17569097
chr3R	17687817	17687818	chr3R_17687817_17718350
chr3R	17919831	17919832	chr3R_17919831_18015779
chr3R	17919831	17919832	chr3R_17919831_18018892
chr3R	17931870	17931871	chr3R_17931870_18014732
chr3R	17931870	17931871	chr3R_17931870_18014732
chr3R	17931870	17931871	chr3R_17931870_18014732
chr3R	17931870	17931871	chr3R_17931870_18018892
chr3R	17944105	17944106	chr3R_17944105_18015779
chr3R	17944105	17944106	chr3R_17944105_18015779
chr3R	17944105	17944106	chr3R_17944105_18018892
chr3R	17944105	17944106	chr3R_17944105_18018892
chr3R	18218146	18218147	chr3R_18218146_18220267
chr3R	18218146	18218147	chr3R_18218146_18220699
chr3R	18330931	18330932	chr3R_18330931_18360728
chr3R	18333289	18333290	chr3R_18333289_18360728
chr3R	18414272	18414273	chr3R_18414272_18545586
chr3R	18415472	18415473	chr3R_18415472_18545586
chr3R	18418715	18418716	chr3R_18418715_18545586
chr3R	18418715	18418716	chr3R_18418715_18545586
chr3R	18418715	18418716	chr3R_18418715_18545586
chr3R	18425958	18425959	chr3R_18425958_18504066
chr3R	18425958	18425959	chr3R_18425958_18506562
chr3R	18425958	18425959	chr3R_18425958_18545586
chr3R	18425958	18425959	chr3R_18425958_18545586
chr3R	18591026	18591027	chr3R_18591026_18650137
chr3R	18592800	18592801	chr3R_18592800_18620537
chr3R	18592800	18592801	chr3R_18592800_18621315
chr3R	18592800	18592801	chr3R_18592800_18621327
chr3R	18733105	18733106	chr3R_18733105_18743594
chr3R	18984024	18984025	chr3R_18984024_19019914
chr3R	18984024	18984025	chr3R_18984024_19022411
chr3R	18984024	18984025	chr3R_18984024_19022436
chr3R	18984024	18984025	chr3R_18984024_19022436
chr3R	19135157	19135158	chr3R_19135157_19137136
chr3R	19368994	19368995	chr3R_19368994_19403153
chr3R	19461084	19461085	chr3R_19461084_19597288
chr3R	19461084	19461085	chr3R_19461084_19597288
chr3R	19463532	19463533	chr3R_19463532_19595392
chr3R	19476868	19476869	chr3R_19476868_19595392
chr3R	19487088	19487089	chr3R_19487088_19595392
chr3R	19503790	19503791	chr3R_19503790_19595392
chr3R	19509259	19509260	chr3R_19509259_19595392
chr3R	19659747	19659748	chr3R_19659747_19663672
chr3R	20036420	20036421	chr3R_20036420_20054090
chr3R	20036420	20036421	chr3R_20036420_20056097
chr3R	20309343	20309344	chr3R_20309343_20324196
chr3R	20378457	20378458	chr3R_20378457_20484588
chr3R	20378995	20378996	chr3R_20378995_20449687
chr3R	20378995	20378996	chr3R_20378995_20484588
chr3R	20378995	20378996	chr3R_20378995_20484588
chr3R	20378995	20378996	chr3R_20378995_20484588
chr3R	20400263	20400264	chr3R_20400263_20484588
chr3R	20578221	20578222	chr3R_20578221_20579850
chr3R	20689017	20689018	chr3R_20689017_20714577
chr3R	20689017	20689018	chr3R_20689017_20714577
chr3R	20689017	20689018	chr3R_20689017_20714577
chr3R	20689017	20689018	chr3R_20689017_20714577
chr3R	20692413	20692414	chr3R_20692413_20714577
chr3R	20692413	20692414	chr3R_20692413_20714577
chr3R	21102007	21102008	chr3R_21102007_21102889
chr3R	21102198	21102199	chr3R_21102198_21105113
chr3R	21229838	21229839	chr3R_21229838_21237177
chr3R	21350845	21350846	chr3R_21350845_21377401
chr3R	21351613	21351614	chr3R_21351613_21377401
chr3R	21352039	21352040	chr3R_21352039_21377401
chr3R	21352371	21352372	chr3R_21352371_21377401
chr3R	21353353	21353354	chr3R_21353353_21377401
chr3R	21353897	21353898	chr3R_21353897_21377401
chr3R	21354439	21354440	chr3R_21354439_21377401
chr3R	21354439	21354440	chr3R_21354439_21377401
chr3R	21355165	21355166	chr3R_21355165_21377401
chr3R	21356354	21356355	chr3R_21356354_21377401
chr3R	21357061	21357062	chr3R_21357061_21377401
chr3R	21357468	21357469	chr3R_21357468_21377401
chr3R	21358297	21358298	chr3R_21358297_21377401
chr3R	21358302	21358303	chr3R_21358302_21377401
chr3R	21360389	21360390	chr3R_21360389_21377399
chr3R	21361397	21361398	chr3R_21361397_21377399
chr3R	21362187	21362188	chr3R_21362187_21377401
chr3R	21362967	21362968	chr3R_21362967_21365290
chr3R	21362967	21362968	chr3R_21362967_21365290
chr3R	21362967	21362968	chr3R_21362967_21365290
chr3R	21362967	21362968	chr3R_21362967_21365488
chr3R	21362967	21362968	chr3R_21362967_21377401
chr3R	21364018	21364019	chr3R_21364018_21377401
chr3R	21364478	21364479	chr3R_21364478_21377401
chr3R	21620303	21620304	chr3R_21620303_21633073
chr3R	21620303	21620304	chr3R_21620303_21638494
chr3R	21620303	21620304	chr3R_21620303_21660871
chr3R	21621367	21621368	chr3R_21621367_21632693
chr3R	21621367	21621368	chr3R_21621367_21633073
chr3R	21621367	21621368	chr3R_21621367_21660432
chr3R	21887028	21887029	chr3R_21887028_21907182
chr3R	22133829	22133830	chr3R_22133829_22296126
chr3R	22133834	22133835	chr3R_22133834_22294932
chr3R	22133834	22133835	chr3R_22133834_22294932
chr3R	22133834	22133835	chr3R_22133834_22295335
chr3R	22133834	22133835	chr3R_22133834_22296126
chr3R	22411300	22411301	chr3R_22411300_22417802
chr3R	22411300	22411301	chr3R_22411300_22419051
chr3R	22543692	22543693	chr3R_22543692_22547198
chr3R	22543692	22543693	chr3R_22543692_22547846
chr3R	22544116	22544117	chr3R_22544116_22546273
chr3R	22544116	22544117	chr3R_22544116_22547565
chr3R	22544116	22544117	chr3R_22544116_22547846
chr3R	22639807	22639808	chr3R_22639807_22682176
chr3R	22639807	22639808	chr3R_22639807_22682176
chr3R	22666760	22666761	chr3R_22666760_22682176
chr3R	22666760	22666761	chr3R_22666760_22682176
chr3R	22666760	22666761	chr3R_22666760_22682176
chr3R	22666760	22666761	chr3R_22666760_22682176
chr3R	22673986	22673987	chr3R_22673986_22683827
chr3R	22804290	22804291	chr3R_22804290_22807290
chr3R	22899283	22899284	chr3R_22899283_22961731
chr3R	23185579	23185580	chr3R_23185579_23200700
chr3R	23185579	23185580	chr3R_23185579_23214557
chr3R	23185579	23185580	chr3R_23185579_23221961
chr3R	23185579	23185580	chr3R_23185579_23221961
chr3R	23185579	23185580	chr3R_23185579_23221961
chr3R	23186411	23186412	chr3R_23186411_23226711
chr3R	23290230	23290231	chr3R_23290230_23346167
chr3R	23408683	23408684	chr3R_23408683_23472278
chr3R	23723330	23723331	chr3R_23723330_23731499
chr3R	23803858	23803859	chr3R_23803858_23859167
chr3R	23820591	23820592	chr3R_23820591_23859167
chr3R	23985212	23985213	chr3R_23985212_23986569
chr3R	24230561	24230562	chr3R_24230561_24248853
chr3R	24230561	24230562	chr3R_24230561_24250248
chr3R	24235069	24235070	chr3R_24235069_24250248
chr3R	24509227	24509228	chr3R_24509227_24515106
chr3R	24509227	24509228	chr3R_24509227_24515106
chr3R	24635269	24635270	chr3R_24635269_24650043
chr3R	24635269	24635270	chr3R_24635269_24650043
chr3R	24640326	24640327	chr3R_24640326_24650043
chr3R	24772180	24772181	chr3R_24772180_24784562
chr3R	24897684	24897685	chr3R_24897684_24906004
chr3R	25033875	25033876	chr3R_25033875_25039083
chr3R	25034144	25034145	chr3R_25034144_25038768
chr3R	25034144	25034145	chr3R_25034144_25039083
chr3R	25034144	25034145	chr3R_25034144_25039249
chr3R	25296127	25296128	chr3R_25296127_25297778
chr3R	25347430	25347431	chr3R_25347430_25473058
chr3R	25349197	25349198	chr3R_25349197_25473058
chr3R	25351510	25351511	chr3R_25351510_25473058
chr3R	25353296	25353297	chr3R_25353296_25473058
chr3R	25384640	25384641	chr3R_25384640_25473058
chr3R	25516117	25516118	chr3R_25516117_25601136
chr3R	25516117	25516118	chr3R_25516117_25608423
chr3R	25518322	25518323	chr3R_25518322_25601136
chr3R	25923498	25923499	chr3R_25923498_25956270
chr3R	26076591	26076592	chr3R_26076591_26098052
chr3R	26076591	26076592	chr3R_26076591_26098711
chr3R	26076591	26076592	chr3R_26076591_26098711
chr3R	26318354	26318355	chr3R_26318354_26361986
chr3R	26318354	26318355	chr3R_26318354_26362588
chr3R	26344289	26344290	chr3R_26344289_26345473
chr3R	26470077	26470078	chr3R_26470077_26535217
chr3R	26471102	26471103	chr3R_26471102_26535217
chr3R	26607046	26607047	chr3R_26607046_26608440
chr3R	26869237	26869238	chr3R_26869237_26870567
chr3R	26869237	26869238	chr3R_26869237_26871995
chr3R	26996979	26996980	chr3R_26996979_27057248
chr3R	26996979	26996980	chr3R_26996979_27057935
chr3R	26996979	26996980	chr3R_26996979_27057935
chr3R	26999751	26999752	chr3R_26999751_27002961
chr3R	27124758	27124759	chr3R_27124758_27151069
chr3R	27125437	27125438	chr3R_27125437_27151069
chr3R	27375087	27375088	chr3R_27375087_27437482
chr3R	27375087	27375088	chr3R_27375087_27437482
chr3R	27375498	27375499	chr3R_27375498_27437482
chr3R	27520865	27520866	chr3R_27520865_27533934
chr3R	27639885	27639886	chr3R_27639885_27656814
chr3R	27640642	27640643	chr3R_27640642_27656814
chr3R	27640642	27640643	chr3R_27640642_27656814
chr3R	27640642	27640643	chr3R_27640642_27656814
chr3R	27640642	27640643	chr3R_27640642_27656814
chr3R	27640642	27640643	chr3R_27640642_27656996
chr3R	27650853	27650854	chr3R_27650853_27656795
chr3R	27767965	27767966	chr3R_27767965_27905843
chr3R	27769519	27769520	chr3R_27769519_27905843
chr3R	27918181	27918182	chr3R_27918181_27919460
chr3R	28026614	28026615	chr3R_28026614_28085762
chr3R	28047570	28047571	chr3R_28047570_28085009
chr3R	28047570	28047571	chr3R_28047570_28085762
chr3R	28047570	28047571	chr3R_28047570_28090740
chr3R	28047570	28047571	chr3R_28047570_28090740
chr3R	28146879	28146880	chr3R_28146879_28239230
chr3R	28146879	28146880	chr3R_28146879_28239230
chr3R	28146879	28146880	chr3R_28146879_28239230
chr3R	28146879	28146880	chr3R_28146879_28240526
chr3R	28418207	28418208	chr3R_28418207_28473189
chr3R	28418207	28418208	chr3R_28418207_28474814
chr3R	28696241	28696242	chr3R_28696241_28734349
chr3R	28696241	28696242	chr3R_28696241_28734816
chr3R	28832300	28832301	chr3R_28832300_28842283
chr3R	28832300	28832301	chr3R_28832300_28844748
chr3R	28832300	28832301	chr3R_28832300_28844748
chr3R	28925003	28925004	chr3R_28925003_28970372
chr3R	29063039	29063040	chr3R_29063039_29106821
chr3R	29063039	29063040	chr3R_29063039_29108948
chr3R	29063827	29063828	chr3R_29063827_29108948
chr3R	29088312	29088313	chr3R_29088312_29108948
chr3R	29489467	29489468	chr3R_29489467_29491383
chr3R	29749218	29749219	chr3R_29749218_29754528
chr3R	29877058	29877059	chr3R_29877058_29898793
chr3R	29877058	29877059	chr3R_29877058_29903231
chr3R	30134855	30134856	chr3R_30134855_30149606
chr3R	30532606	30532607	chr3R_30532606_30578905
chr3R	30532606	30532607	chr3R_30532606_30578905
chr3R	30532606	30532607	chr3R_30532606_30578905
chr3R	30532606	30532607	chr3R_30532606_30578905
chr3R	30532836	30532837	chr3R_30532836_30578905
chr3R	30532836	30532837	chr3R_30532836_30578905
chr3R	30532836	30532837	chr3R_30532836_30578905
chr3R	30533077	30533078	chr3R_30533077_30576277
chr3R	30533077	30533078	chr3R_30533077_30578905
chr3R	30538958	30538959	chr3R_30538958_30578905
chr3R	30789624	30789625	chr3R_30789624_30806619
chr3R	31178388	31178389	chr3R_31178388_31195496
chr3R	31178388	31178389	chr3R_31178388_31195762
chr3R	31179582	31179583	chr3R_31179582_31195762
chr3R	31311156	31311157	chr3R_31311156_31371748
chr3R	31588278	31588279	chr3R_31588278_31590411
chr3R	31713866	31713867	chr3R_31713866_31732768
chr3R	31713866	31713867	chr3R_31713866_31735392
chr3R	31846986	31846987	chr3R_31846986_31937392
chr3R	31846986	31846987	chr3R_31846986_31985768
chr3R	31850248	31850249	chr3R_31850248_31985768
chr3R	31850981	31850982	chr3R_31850981_31985768
chr3R	31851019	31851020	chr3R_31851019_31981750
chr3R	31851019	31851020	chr3R_31851019_31985768
chr3R	31851483	31851484	chr3R_31851483_31985768
chr3R	31851483	31851484	chr3R_31851483_31985768
chr3R	31851483	31851484	chr3R_31851483_31993278
chr3R	31851483	31851484	chr3R_31851483_32015520
chr3R	31978120	31978121	chr3R_31978120_31990909
chr3R	1366233	1366234	chr3R_1366233_1366601
chr3R	1865107	1865108	chr3R_1865107_1866008
chr3R	2744303	2744304	chr3R_2744303_2744800
chr3R	2744304	2744305	chr3R_2744304_2744800
chr3R	3322809	3322810	chr3R_3322809_3354486
chr3R	3623142	3623143	chr3R_3623142_3627690
chr3R	3697233	3697234	chr3R_3697233_3697640
chr3R	3734854	3734855	chr3R_3734854_3745306
chr3R	3734928	3734929	chr3R_3734928_3745306
chr3R	3750362	3750363	chr3R_3750362_3752353
chr3R	3846728	3846729	chr3R_3846728_3867684
chr3R	3846728	3846729	chr3R_3846728_3867684
chr3R	3846728	3846729	chr3R_3846728_3867980
chr3R	3846728	3846729	chr3R_3846728_3868401
chr3R	4077938	4077939	chr3R_4077938_4104326
chr3R	4077938	4077939	chr3R_4077938_4104326
chr3R	4084035	4084036	chr3R_4084035_4104326
chr3R	4126441	4126442	chr3R_4126441_4137882
chr3R	4130520	4130521	chr3R_4130520_4137882
chr3R	4130520	4130521	chr3R_4130520_4137882
chr3R	4130520	4130521	chr3R_4130520_4137882
chr3R	4130520	4130521	chr3R_4130520_4137882
chr3R	4137893	4137894	chr3R_4137893_4138652
chr3R	4160609	4160610	chr3R_4160609_4162235
chr3R	4161507	4161508	chr3R_4161507_4162235
chr3R	4174631	4174632	chr3R_4174631_4184473
chr3R	4174631	4174632	chr3R_4174631_4186751
chr3R	4189691	4189692	chr3R_4189691_4190260
chr3R	4197205	4197206	chr3R_4197205_4204572
chr3R	4197205	4197206	chr3R_4197205_4204572
chr3R	4197307	4197308	chr3R_4197307_4204565
chr3R	4204492	4204493	chr3R_4204492_4215314
chr3R	4211782	4211783	chr3R_4211782_4227518
chr3R	4218462	4218463	chr3R_4218462_4220130
chr3R	4220985	4220986	chr3R_4220985_4227518
chr3R	4227386	4227387	chr3R_4227386_4229238
chr3R	4230778	4230779	chr3R_4230778_4232342
chr3R	4233046	4233047	chr3R_4233046_4235041
chr3R	4235216	4235217	chr3R_4235216_4241057
chr3R	4235216	4235217	chr3R_4235216_4241057
chr3R	4235293	4235294	chr3R_4235293_4235973
chr3R	4236787	4236788	chr3R_4236787_4241057
chr3R	4236787	4236788	chr3R_4236787_4241057
chr3R	4241044	4241045	chr3R_4241044_4242717
chr3R	4241044	4241045	chr3R_4241044_4242717
chr3R	4241199	4241200	chr3R_4241199_4242717
chr3R	4242784	4242785	chr3R_4242784_4243146
chr3R	4247019	4247020	chr3R_4247019_4248313
chr3R	4248722	4248723	chr3R_4248722_4249969
chr3R	4248722	4248723	chr3R_4248722_4250796
chr3R	4248722	4248723	chr3R_4248722_4251341
chr3R	4251893	4251894	chr3R_4251893_4253043
chr3R	4251893	4251894	chr3R_4251893_4253043
chr3R	4254707	4254708	chr3R_4254707_4255833
chr3R	4256971	4256972	chr3R_4256971_4258444
chr3R	4266769	4266770	chr3R_4266769_4268316
chr3R	4266951	4266952	chr3R_4266951_4268316
chr3R	4269220	4269221	chr3R_4269220_4277928
chr3R	4279672	4279673	chr3R_4279672_4280057
chr3R	4280220	4280221	chr3R_4280220_4301541
chr3R	4280220	4280221	chr3R_4280220_4304604
chr3R	4280384	4280385	chr3R_4280384_4301541
chr3R	4281704	4281705	chr3R_4281704_4301541
chr3R	4281704	4281705	chr3R_4281704_4304604
chr3R	4281837	4281838	chr3R_4281837_4301541
chr3R	4282163	4282164	chr3R_4282163_4301541
chr3R	4282163	4282164	chr3R_4282163_4304604
chr3R	4282624	4282625	chr3R_4282624_4301541
chr3R	4291737	4291738	chr3R_4291737_4296962
chr3R	4291737	4291738	chr3R_4291737_4301541
chr3R	4291737	4291738	chr3R_4291737_4301541
chr3R	4291737	4291738	chr3R_4291737_4304604
chr3R	4292273	4292274	chr3R_4292273_4294840
chr3R	4294861	4294862	chr3R_4294861_4301541
chr3R	4295368	4295369	chr3R_4295368_4295456
chr3R	4307434	4307435	chr3R_4307434_4310947
chr3R	4307907	4307908	chr3R_4307907_4309835
chr3R	4309646	4309647	chr3R_4309646_4310947
chr3R	4309943	4309944	chr3R_4309943_4310869
chr3R	4311554	4311555	chr3R_4311554_4314372
chr3R	4311554	4311555	chr3R_4311554_4315398
chr3R	4314454	4314455	chr3R_4314454_4319069
chr3R	4315589	4315590	chr3R_4315589_4319069
chr3R	4315589	4315590	chr3R_4315589_4319069
chr3R	4327813	4327814	chr3R_4327813_4334071
chr3R	4328056	4328057	chr3R_4328056_4331046
chr3R	4334878	4334879	chr3R_4334878_4337674
chr3R	4335097	4335098	chr3R_4335097_4335506
chr3R	4335437	4335438	chr3R_4335437_4337674
chr3R	4337754	4337755	chr3R_4337754_4339914
chr3R	4337951	4337952	chr3R_4337951_4339914
chr3R	4345014	4345015	chr3R_4345014_4346646
chr3R	4359882	4359883	chr3R_4359882_4366855
chr3R	4359882	4359883	chr3R_4359882_4366855
chr3R	4359882	4359883	chr3R_4359882_4366855
chr3R	4375083	4375084	chr3R_4375083_4377600
chr3R	4378599	4378600	chr3R_4378599_4381210
chr3R	4378924	4378925	chr3R_4378924_4381210
chr3R	4379306	4379307	chr3R_4379306_4381210
