Paste_locus	class
chr3L_9401960_9402960	end
chr3L_9410332_9411332	end
chr3L_9419432_9420432	end
chr3L_9419677_9420677	end
chr3L_9426177_9427177	end
chr3L_9426258_9427258	end
chr3L_9428171_9429171	end
chr3L_9429321_9430321	end
chr3L_9429018_9430018	end
chr3L_9434899_9435899	end
chr3L_9445888_9446888	end
chr3L_9455781_9456781	end
chr3L_9456796_9457796	end
chr3L_9457169_9458169	end
chr3L_9460299_9461299	end
chr3L_9476465_9477465	end
chr3L_9487290_9488290	end
chr3L_9504828_9505828	end
chr3L_9509083_9510083	end
chr3L_9510805_9511805	end
chr3L_9511031_9512031	end
chr3L_9510389_9511389	end
chr3L_9510307_9511307	end
chr3L_9694941_9695941	end
chr3L_9696200_9697200	end
chr3L_9695150_9696150	end
chr3L_9713327_9714327	end
chr3L_9718563_9719563	end
chr3L_9718644_9719644	end
chr3L_9722694_9723694	end
chr3L_9726206_9727206	end
chr3L_9729150_9730150	end
chr3L_9733307_9734307	end
chr3L_9733280_9734280	end
chr3L_9743587_9744587	end
chr3L_9743903_9744903	end
chr3L_9836005_9837005	end
chr3L_9836305_9837305	end
chr3L_9838170_9839170	end
chr3L_9854785_9855785	end
chr3L_9859389_9860389	end
chr3L_9863849_9864849	end
chr3L_9888183_9889183	end
chr3L_9892819_9893819	end
chr3L_9893390_9894390	end
chr3L_9897936_9898936	end
chr3L_9898075_9899075	end
chr3L_9902531_9903531	end
chr3L_9967817_9968817	end
chr3L_9971554_9972554	end
chr3L_9973523_9974523	end
chr3L_10219664_10220664	end
chr3L_10387297_10388297	end
chr3L_10410740_10411740	end
chr3L_10462601_10463601	end
chr3L_10558582_10559582	end
chr3L_10630435_10631435	end
chr3L_10634112_10635112	end
chr3L_10637379_10638379	end
chr3L_10637630_10638630	end
chr3L_10659481_10660481	end
chr3L_10660513_10661513	end
chr3L_10644115_10645115	end
chr3L_10662470_10663470	end
chr3L_10662657_10663657	end
chr3L_10663935_10664935	end
chr3L_10690234_10691234	end
chr3L_10692098_10693098	end
chr3L_10692667_10693667	end
chr3L_10693608_10694608	end
chr3L_10696377_10697377	end
chr3L_10772899_10773899	end
chr3L_10784860_10785860	end
chr3L_10789376_10790376	end
chr3L_10797908_10798908	end
chr3L_10850190_10851190	end
chr3L_10881554_10882554	end
chr3L_10881886_10882886	end
chr3L_10883073_10884073	end
chr3L_10885550_10886550	end
chr3L_10885971_10886971	end
chr3L_10892016_10893016	end
chr3L_10898073_10899073	end
chr3L_10898623_10899623	end
chr3L_10959101_10960101	end
chr3L_10959505_10960505	end
chr3L_10961641_10962641	end
chr3L_10972976_10973976	end
chr3L_10977802_10978802	end
chr3L_11000989_11001989	end
chr3L_11028944_11029944	end
chr3L_11060724_11061724	end
chr3L_11061715_11062715	end
chr3L_11062114_11063114	end
chr3L_11064237_11065237	end
chr3L_11064441_11065441	end
chr3L_11069364_11070364	end
chr3L_11073888_11074888	end
chr3L_11092693_11093693	end
chr3L_11093961_11094961	end
chr3L_11113240_11114240	end
chr3L_11118919_11119919	end
chr3L_11119911_11120911	end
chr3L_11120283_11121283	end
chr3L_11117966_11118966	end
chr3L_11122716_11123716	end
chr3L_11134980_11135980	end
chr3L_11150285_11151285	end
chr3L_11164301_11165301	end
chr3L_11169125_11170125	end
chr3L_11197036_11198036	end
chr3L_11205516_11206516	end
chr3L_11210083_11211083	end
chr3L_11213597_11214597	end
chr3L_11237120_11238120	end
chr3L_11246732_11247732	end
chr3L_11246723_11247723	end
chr3L_11247597_11248597	end
chr3L_11255672_11256672	end
chr3L_11284680_11285680	end
chr3L_11294288_11295288	end
chr3L_11317857_11318857	end
chr3L_11323350_11324350	end
chr3L_11323343_11324343	end
chr3L_11324500_11325500	end
chr3L_11341924_11342924	end
chr3L_11364385_11365385	end
chr3L_11365397_11366397	end
chr3L_11383758_11384758	end
chr3L_11405594_11406594	end
chr3L_11552193_11553193	end
chr3L_11587270_11588270	end
chr3L_11608965_11609965	end
chr3L_11623215_11624215	end
chr3L_11625625_11626625	end
chr3L_11627215_11628215	end
chr3L_11629492_11630492	end
chr3L_11630249_11631249	end
chr3L_11629080_11630080	end
chr3L_11632803_11633803	end
chr3L_11647974_11648974	end
chr3L_11683305_11684305	end
chr3L_11690899_11691899	end
chr3L_11695998_11696998	end
chr3L_11696463_11697463	end
chr3L_11708053_11709053	end
chr3L_11707255_11708255	end
chr3L_11710070_11711070	end
chr3L_11710886_11711886	end
chr3L_11714785_11715785	end
chr3L_11765298_11766298	end
chr3L_11765682_11766682	end
chr3L_11772601_11773601	end
chr3L_11789513_11790513	end
chr3L_11792783_11793783	end
chr3L_11794918_11795918	end
chr3L_11814255_11815255	end
chr3L_11821775_11822775	end
chr3L_11819456_11820456	end
chr3L_11821705_11822705	end
chr3L_11823711_11824711	end
chr3L_11822624_11823624	end
chr3L_11945691_11946691	end
chr3L_11992679_11993679	end
chr3L_12002415_12003415	end
chr3L_12055974_12056974	end
chr3L_12027653_12028653	end
chr3L_12044856_12045856	end
chr3L_12081330_12082330	end
chr3L_12117555_12118555	end
chr3L_12119289_12120289	end
chr3L_12130988_12131988	end
chr3L_12131196_12132196	end
chr3L_12131369_12132369	end
chr3L_12136206_12137206	end
chr3L_12138084_12139084	end
chr3L_12137973_12138973	end
chr3L_12145597_12146597	end
chr3L_12193188_12194188	end
chr3L_12203435_12204435	end
chr3L_12205522_12206522	end
chr3L_12265246_12266246	end
chr3L_12266341_12267341	end
chr3L_12270845_12271845	end
chr3L_12276751_12277751	end
chr3L_12351044_12352044	end
chr3L_12387329_12388329	end
chr3L_12390944_12391944	end
chr3L_12398822_12399822	end
chr3L_12414342_12415342	end
chr3L_12408150_12409150	end
chr3L_12417080_12418080	end
chr3L_12432168_12433168	end
chr3L_12467521_12468521	end
chr3L_12469284_12470284	end
chr3L_12484535_12485535	end
chr3L_12489575_12490575	end
chr3L_12490176_12491176	end
chr3L_12490696_12491696	end
chr3L_12496716_12497716	end
chr3L_12500811_12501811	end
chr3L_12503394_12504394	end
chr3L_12505321_12506321	end
chr3L_12514315_12515315	end
chr3L_12514509_12515509	end
chr3L_12523514_12524514	end
chr3L_12524650_12525650	end
chr3L_12526231_12527231	end
chr3L_12529671_12530671	end
chr3L_12533224_12534224	end
chr3L_12533896_12534896	end
chr3L_12533903_12534903	end
chr3L_12535013_12536013	end
chr3L_12572042_12573042	end
chr3L_12542453_12543453	end
chr3L_12652590_12653590	end
chr3L_12659595_12660595	end
chr3L_12661747_12662747	end
chr3L_12734111_12735111	end
chr3L_12744654_12745654	end
chr3L_12749339_12750339	end
chr3L_12749556_12750556	end
chr3L_12754274_12755274	end
chr3L_12773073_12774073	end
chr3L_12772719_12773719	end
chr3L_12804616_12805616	end
chr3L_12832051_12833051	end
chr3L_12842606_12843606	end
chr3L_12856928_12857928	end
chr3L_12913146_12914146	end
chr3L_13007381_13008381	end
chr3L_13016403_13017403	end
chr3L_13017367_13018367	end
chr3L_13018610_13019610	end
chr3L_13022188_13023188	end
chr3L_13021185_13022185	end
chr3L_13023152_13024152	end
chr3L_13028528_13029528	end
chr3L_13036004_13037004	end
chr3L_13043405_13044405	end
chr3L_13043734_13044734	end
chr3L_13043010_13044010	end
chr3L_13046394_13047394	end
chr3L_13047025_13048025	end
chr3L_13063429_13064429	end
chr3L_13215199_13216199	end
chr3L_13217027_13218027	end
chr3L_13248202_13249202	end
chr3L_13380846_13381846	end
chr3L_13389506_13390506	end
chr3L_13400625_13401625	end
chr3L_13411953_13412953	end
chr3L_13425171_13426171	end
chr3L_13448745_13449745	end
chr3L_13449783_13450783	end
chr3L_13485780_13486780	end
chr3L_13512612_13513612	end
chr3L_13844649_13845649	end
chr3L_13844816_13845816	end
chr3L_13859501_13860501	end
chr3L_13919465_13920465	end
chr3L_13921797_13922797	end
chr3L_13924835_13925835	end
chr3L_13928500_13929500	end
chr3L_13964202_13965202	end
chr3L_13972567_13973567	end
chr3L_13972977_13973977	end
chr3L_13992900_13993900	end
chr3L_13997555_13998555	end
chr3L_13998751_13999751	end
chr3L_14031206_14032206	end
chr3L_14030867_14031867	end
chr3L_14036336_14037336	end
chr3L_14036251_14037251	end
chr3L_14049392_14050392	end
chr3L_14051969_14052969	end
chr3L_14052579_14053579	end
chr3L_14071083_14072083	end
chr3L_14130797_14131797	end
chr3L_14130824_14131824	end
chr3L_14177037_14178037	end
chr3L_14178120_14179120	end
chr3L_14238940_14239940	end
chr3L_14409439_14410439	end
chr3L_14410198_14411198	end
chr3L_14412232_14413232	end
chr3L_14420794_14421794	end
chr3L_14536772_14537772	end
chr3L_14567633_14568633	end
chr3L_14631577_14632577	end
chr3L_14671937_14672937	end
chr3L_14677647_14678647	end
chr3L_14705657_14706657	end
chr3L_14756836_14757836	end
chr3L_14761344_14762344	end
chr3L_14785912_14786912	end
chr3L_14789165_14790165	end
chr3L_14801668_14802668	end
chr3L_14972698_14973698	end
chr3L_14975540_14976540	end
chr3L_14977131_14978131	end
chr3L_14999166_15000166	end
chr3L_15094219_15095219	end
chr3L_15097186_15098186	end
chr3L_15099002_15100002	end
chr3L_15110230_15111230	end
chr3L_15108435_15109435	end
chr3L_15135857_15136857	end
chr3L_15136434_15137434	end
chr3L_15142092_15143092	end
chr3L_15142340_15143340	end
chr3L_15142300_15143300	end
chr3L_15143559_15144559	end
chr3L_15143670_15144670	end
chr3L_15158062_15159062	end
chr3L_15208086_15209086	end
chr3L_15498321_15499321	end
chr3L_15500061_15501061	end
chr3L_15507752_15508752	end
chr3L_15509013_15510013	end
chr3L_15528743_15529743	end
chr3L_15562565_15563565	end
chr3L_15565059_15566059	end
chr3L_15582873_15583873	end
chr3L_15587367_15588367	end
chr3L_15587675_15588675	end
chr3L_15647262_15648262	end
chr3L_15682945_15683945	end
chr3L_15699350_15700350	end
chr3L_15727930_15728930	end
chr3L_15825923_15826923	end
chr3L_15831160_15832160	end
chr3L_15831504_15832504	end
chr3L_15924361_15925361	end
chr3L_15954297_15955297	end
chr3L_15957933_15958933	end
chr3L_15967372_15968372	end
chr3L_15982349_15983349	end
chr3L_15982369_15983369	end
chr3L_15987315_15988315	end
chr3L_15987541_15988541	end
chr3L_16004236_16005236	end
chr3L_16011312_16012312	end
chr3L_16017817_16018817	end
chr3L_16036727_16037727	end
chr3L_16042070_16043070	end
chr3L_16046346_16047346	end
chr3L_16050171_16051171	end
chr3L_16050534_16051534	end
chr3L_16042468_16043468	end
chr3L_16087025_16088025	end
chr3L_16089892_16090892	end
chr3L_16095651_16096651	end
chr3L_16105127_16106127	end
chr3L_16111910_16112910	end
chr3L_16112126_16113126	end
chr3L_16121151_16122151	end
chr3L_16128031_16129031	end
chr3L_16130483_16131483	end
chr3L_16131132_16132132	end
chr3L_16143232_16144232	end
chr3L_16143536_16144536	end
chr3L_16148809_16149809	end
chr3L_16176756_16177756	end
chr3L_16177135_16178135	end
chr3L_16196719_16197719	end
chr3L_16216803_16217803	end
chr3L_16213876_16214876	end
chr3L_16228237_16229237	end
chr3L_16231538_16232538	end
chr3L_16232236_16233236	end
chr3L_16232277_16233277	end
chr3L_16258960_16259960	end
chr3L_16259222_16260222	end
chr3L_16269411_16270411	end
chr3L_16271418_16272418	end
chr3L_16278771_16279771	end
chr3L_16284896_16285896	end
chr3L_16287922_16288922	end
chr3L_16290450_16291450	end
chr3L_16302678_16303678	end
chr3L_16303031_16304031	end
chr3L_16307980_16308980	end
chr3L_16318190_16319190	end
chr3L_16318763_16319763	end
chr3L_16319026_16320026	end
chr3L_16319431_16320431	end
chr3L_16330727_16331727	end
chr3L_16351451_16352451	end
chr3L_16363250_16364250	end
chr3L_16380681_16381681	end
chr3L_16381070_16382070	end
chr3L_16391305_16392305	end
chr3L_16407663_16408663	end
chr3L_16407949_16408949	end
chr3L_16411328_16412328	end
chr3L_16411284_16412284	end
chr3L_16416677_16417677	end
chr3L_16418802_16419802	end
chr3L_16451458_16452458	end
chr3L_16483150_16484150	end
chr3L_16494768_16495768	end
chr3L_16580776_16581776	end
chr3L_16581047_16582047	end
chr3L_16583522_16584522	end
chr3L_16586557_16587557	end
chr3L_16594514_16595514	end
chr3L_16608847_16609847	end
chr3L_16611699_16612699	end
chr3L_16612450_16613450	end
chr3L_16612327_16613327	end
chr3L_16661115_16662115	end
chr3L_16653506_16654506	end
chr3L_16673037_16674037	end
chr3L_16711177_16712177	end
chr3L_16697397_16698397	end
chr3L_16726788_16727788	end
chr3L_16730318_16731318	end
chr3L_16762183_16763183	end
chr3L_16781919_16782919	end
chr3L_16786441_16787441	end
chr3L_16807231_16808231	end
chr3L_16811540_16812540	end
chr3L_16828574_16829574	end
chr3L_16844491_16845491	end
chr3L_16864489_16865489	end
chr3L_16878872_16879872	end
chr3L_16906656_16907656	end
chr3L_16926934_16927934	end
chr3L_16935036_16936036	end
chr3L_16957189_16958189	end
chr3L_16954442_16955442	end
chr3L_17001860_17002860	end
chr3L_17012065_17013065	end
chr3L_17015551_17016551	end
chr3L_17015680_17016680	end
chr3L_17019770_17020770	end
chr3L_17023241_17024241	end
chr3L_17031580_17032580	end
chr3L_17032108_17033108	end
chr3L_17033176_17034176	end
chr3L_17043965_17044965	end
chr3L_17044474_17045474	end
chr3L_17044538_17045538	end
chr3L_17054954_17055954	end
chr3L_17241628_17242628	end
chr3L_17253437_17254437	end
chr3L_17338636_17339636	end
chr3L_17338762_17339762	end
chr3L_17379030_17380030	end
chr3L_17388456_17389456	end
chr3L_17403234_17404234	end
chr3L_17406021_17407021	end
chr3L_17415311_17416311	end
chr3L_17421014_17422014	end
chr3L_17424717_17425717	end
chr3L_17425782_17426782	end
chr3L_17426630_17427630	end
chr3L_17428336_17429336	end
chr3L_17474017_17475017	end
chr3L_17475303_17476303	end
chr3L_17475624_17476624	end
chr3L_17476051_17477051	end
chr3L_17481175_17482175	end
chr3L_17494800_17495800	end
chr3L_17513412_17514412	end
chr3L_17529361_17530361	end
chr3L_17529702_17530702	end
chr3L_17548627_17549627	end
chr3L_17557288_17558288	end
chr3L_17565662_17566662	end
chr3L_17621005_17622005	end
chr3L_17621125_17622125	end
chr3L_17637375_17638375	end
chr3L_17637501_17638501	end
chr3L_17644536_17645536	end
chr3L_17653780_17654780	end
chr3L_17668734_17669734	end
chr3L_17668230_17669230	end
chr3L_17804215_17805215	end
chr3L_17895362_17896362	end
chr3L_17907312_17908312	end
chr3L_17912065_17913065	end
chr3L_17947200_17948200	end
chr3L_18037780_18038780	end
chr3L_18077603_18078603	end
chr3L_18105649_18106649	end
chr3L_18109074_18110074	end
chr3L_18162022_18163022	end
chr3L_18185141_18186141	end
chr3L_18196432_18197432	end
chr3L_18230556_18231556	end
chr3L_18234260_18235260	end
chr3L_18243739_18244739	end
chr3L_18252346_18253346	end
chr3L_18672660_18673660	end
chr3L_18672824_18673824	end
chr3L_18674913_18675913	end
chr3L_18682360_18683360	end
chr3L_18683561_18684561	end
chr3L_18745199_18746199	end
chr3L_18747867_18748867	end
chr3L_18800809_18801809	end
chr3L_18800812_18801812	end
chr3L_18821853_18822853	end
chr3L_18840016_18841016	end
chr3L_18840911_18841911	end
chr3L_18866931_18867931	end
chr3L_18897793_18898793	end
chr3L_18901054_18902054	end
chr3L_18993493_18994493	end
chr3L_19033400_19034400	end
chr3L_19062316_19063316	end
chr3L_19097209_19098209	end
chr3L_19170148_19171148	end
chr3L_19254561_19255561	end
chr3L_19292266_19293266	end
chr3L_19292024_19293024	end
chr3L_19337109_19338109	end
chr3L_19445883_19446883	end
chr3L_19445944_19446944	end
chr3L_19560690_19561690	end
chr3L_19566033_19567033	end
chr3L_19585470_19586470	end
chr3L_19585503_19586503	end
chr3L_19635128_19636128	end
chr3L_19635146_19636146	end
chr3L_19635283_19636283	end
chr3L_19707200_19708200	end
chr3L_19707515_19708515	end
chr3L_19815438_19816438	end
chr3L_19844444_19845444	end
chr3L_19870578_19871578	end
chr3L_19928008_19929008	end
chr3L_19979312_19980312	end
chr3L_20103327_20104327	end
chr3L_20241018_20242018	end
chr3L_20241403_20242403	end
chr3L_20296471_20297471	end
chr3L_20301641_20302641	end
chr3L_20301795_20302795	end
chr3L_20366224_20367224	end
chr3L_20375396_20376396	end
chr3L_20452364_20453364	end
chr3L_20474291_20475291	end
chr3L_20492990_20493990	end
chr3L_20496584_20497584	end
chr3L_20518893_20519893	end
chr3L_20525674_20526674	end
chr3L_20539917_20540917	end
chr3L_20729156_20730156	end
chr3L_20770593_20771593	end
chr3L_20771007_20772007	end
chr3L_20777764_20778764	end
chr3L_20785697_20786697	end
chr3L_20787637_20788637	end
chr3L_20797875_20798875	end
chr3L_20815539_20816539	end
chr3L_20815575_20816575	end
chr3L_20838339_20839339	end
chr3L_20838200_20839200	end
chr3L_20912669_20913669	end
chr3L_20913205_20914205	end
chr3L_20920573_20921573	end
chr3L_20949012_20950012	end
chr3L_20950283_20951283	end
chr3L_21026934_21027934	end
chr3L_21025704_21026704	end
chr3L_21099600_21100600	end
chr3L_21119301_21120301	end
chr3L_21135552_21136552	end
chr3L_21202382_21203382	end
chr3L_21202732_21203732	end
chr3L_21216339_21217339	end
chr3L_21217071_21218071	end
chr3L_21267465_21268465	end
chr3L_21279743_21280743	end
chr3L_21279481_21280481	end
chr3L_21284936_21285936	end
chr3L_21285462_21286462	end
chr3L_21303967_21304967	end
chr3L_21304158_21305158	end
chr3L_21346569_21347569	end
chr3L_21432634_21433634	end
chr3L_21432566_21433566	end
chr3L_21475979_21476979	end
chr3L_21507038_21508038	end
chr3L_21633946_21634946	end
chr3L_21705865_21706865	end
chr3L_22407363_22408363	end
chr3L_22407047_22408047	end
chr3L_22727289_22728289	end
chr3L_22732946_22733946	end
chr3L_22837670_22838670	end
chr3L_22840802_22841802	end
chr3L_24537635_24538635	end
chr3R_8477117_8478117	end
chr3R_5251245_5252245	end
chr3R_12595225_12596225	end
chr3R_22022574_22023574	end
chr3R_22022835_22023835	end
chr3R_26229768_26230768	end
chr3R_27263555_27264555	end
chr3R_31457373_31458373	end
chr3R_5374134_5375134	end
chr3R_6815879_6816879	end
chr3R_7886233_7887233	end
chr3R_9048151_9049151	end
chr3R_9236525_9237525	end
chr3R_9237182_9238182	end
chr3R_9704917_9705917	end
chr3R_11407127_11408127	end
chr3R_11673474_11674474	end
chr3R_11796448_11797448	end
chr3R_11948629_11949629	end
chr3R_12455855_12456855	end
chr3R_12719292_12720292	end
chr3R_12720284_12721284	end
chr3R_12721942_12722942	end
chr3R_14025462_14026462	end
chr3R_14031557_14032557	end
chr3R_14286403_14287403	end
chr3R_14481213_14482213	end
chr3R_14853419_14854419	end
chr3R_14817446_14818446	end
chr3R_14820651_14821651	end
chr3R_15205947_15206947	end
chr3R_15475693_15476693	end
chr3R_15875439_15876439	end
chr3R_15993165_15994165	end
chr3R_16259829_16260829	end
chr3R_16403183_16404183	end
chr3R_16403190_16404190	end
chr3R_17039703_17040703	end
chr3R_17201630_17202630	end
chr3R_17717850_17718850	end
chr3R_18219767_18220767	end
chr3R_18220199_18221199	end
chr3R_18545086_18546086	end
chr3R_18620815_18621815	end
chr3R_18620827_18621827	end
chr3R_18743094_18744094	end
chr3R_19402653_19403653	end
chr3R_20579350_20580350	end
chr3R_20714077_20715077	end
chr3R_21102389_21103389	end
chr3R_21376901_21377901	end
chr3R_21376899_21377899	end
chr3R_21364790_21365790	end
chr3R_21632573_21633573	end
chr3R_21632193_21633193	end
chr3R_22546698_22547698	end
chr3R_22547346_22548346	end
chr3R_22547065_22548065	end
chr3R_23200200_23201200	end
chr3R_23214057_23215057	end
chr3R_23221461_23222461	end
chr3R_23226211_23227211	end
chr3R_23345667_23346667	end
chr3R_23471778_23472778	end
chr3R_23858667_23859667	end
chr3R_23986069_23987069	end
chr3R_24649543_24650543	end
chr3R_25038583_25039583	end
chr3R_25038268_25039268	end
chr3R_25038749_25039749	end
chr3R_25472558_25473558	end
chr3R_26098211_26099211	end
chr3R_26534717_26535717	end
chr3R_26870067_26871067	end
chr3R_26871495_26872495	end
chr3R_27150569_27151569	end
chr3R_27905343_27906343	end
chr3R_28844248_28845248	end
chr3R_29490883_29491883	end
chr3R_30806119_30807119	end
chr3R_4640576_4641576	end
chr3R_4641079_4642079	end
chr3R_4641338_4642338	end
chr3R_4648384_4649384	end
chr3R_4674110_4675110	end
chr3R_4739115_4740115	end
chr3R_4739047_4740047	end
chr3R_4820932_4821932	end
chr3R_5010531_5011531	end
chr3R_5053238_5054238	end
chr3R_5216956_5217956	end
chr3R_5219028_5220028	end
chr3R_5222767_5223767	end
chr3R_5222865_5223865	end
chr3R_5231709_5232709	end
chr3R_5256181_5257181	end
chr3R_5264011_5265011	end
chr3R_5323347_5324347	end
chr3R_5282879_5283879	end
chr3R_5297016_5298016	end
chr3R_5277335_5278335	end
chr3R_5354247_5355247	end
chr3R_5357675_5358675	end
chr3R_5357864_5358864	end
chr3R_5367806_5368806	end
chr3R_5462620_5463620	end
chr3R_5463395_5464395	end
chr3R_5464253_5465253	end
chr3R_5466601_5467601	end
chr3R_5470136_5471136	end
chr3R_5474100_5475100	end
chr3R_5483406_5484406	end
chr3R_5522828_5523828	end
chr3R_5522620_5523620	end
chr3R_5568115_5569115	end
chr3R_5590959_5591959	end
chr3R_5594856_5595856	end
chr3R_5600636_5601636	end
chr3R_5599073_5600073	end
chr3R_5600071_5601071	end
chr3R_5606043_5607043	end
chr3R_5612612_5613612	end
chr3R_5612310_5613310	end
chr3R_5623625_5624625	end
chr3R_5625447_5626447	end
chr3R_5624754_5625754	end
chr3R_5624941_5625941	end
chr3R_5631533_5632533	end
chr3R_5647410_5648410	end
chr3R_5648238_5649238	end
chr3R_5659412_5660412	end
chr3R_5668834_5669834	end
chr3R_5684934_5685934	end
chr3R_5735855_5736855	end
chr3R_5741976_5742976	end
chr3R_5788574_5789574	end
chr3R_5788884_5789884	end
chr3R_5791069_5792069	end
chr3R_5812758_5813758	end
chr3R_5861402_5862402	end
chr3R_5861905_5862905	end
chr3R_6111802_6112802	end
chr3R_6123905_6124905	end
chr3R_6342373_6343373	end
chr3R_6343299_6344299	end
chr3R_6344587_6345587	end
chr3R_6345411_6346411	end
chr3R_6350012_6351012	end
chr3R_6379707_6380707	end
chr3R_6379828_6380828	end
chr3R_6382104_6383104	end
chr3R_6456176_6457176	end
chr3R_6455973_6456973	end
chr3R_6656942_6657942	end
chr3R_6699664_6700664	end
chr3R_6741563_6742563	end
chr3R_6762119_6763119	end
chr3R_6819931_6820931	end
chr3R_6848005_6849005	end
chr3R_6849481_6850481	end
chr3R_6892962_6893962	end
chr3R_6932340_6933340	end
chr3R_7073952_7074952	end
chr3R_7079887_7080887	end
chr3R_7093207_7094207	end
chr3R_7130408_7131408	end
chr3R_7162436_7163436	end
chr3R_7246469_7247469	end
chr3R_7276979_7277979	end
chr3R_7309129_7310129	end
chr3R_7312358_7313358	end
chr3R_7474496_7475496	end
chr3R_7491103_7492103	end
chr3R_7529383_7530383	end
chr3R_7529741_7530741	end
chr3R_7540779_7541779	end
chr3R_7540722_7541722	end
chr3R_7540830_7541830	end
chr3R_7541131_7542131	end
chr3R_7540490_7541490	end
chr3R_7548624_7549624	end
chr3R_7919799_7920799	end
chr3R_7919611_7920611	end
chr3R_7966908_7967908	end
chr3R_7977269_7978269	end
chr3R_7977928_7978928	end
chr3R_8000809_8001809	end
chr3R_8007610_8008610	end
chr3R_8008572_8009572	end
chr3R_8008739_8009739	end
chr3R_8008797_8009797	end
chr3R_8026674_8027674	end
chr3R_8030290_8031290	end
chr3R_8029046_8030046	end
chr3R_8031645_8032645	end
chr3R_8032509_8033509	end
chr3R_8121794_8122794	end
chr3R_8180944_8181944	end
chr3R_8233462_8234462	end
chr3R_8240015_8241015	end
chr3R_8243292_8244292	end
chr3R_8249824_8250824	end
chr3R_8263951_8264951	end
chr3R_8269396_8270396	end
chr3R_8278774_8279774	end
chr3R_8303523_8304523	end
chr3R_8308145_8309145	end
chr3R_8307985_8308985	end
chr3R_8333292_8334292	end
chr3R_8324536_8325536	end
chr3R_8362054_8363054	end
chr3R_8363394_8364394	end
chr3R_8528377_8529377	end
chr3R_8563298_8564298	end
chr3R_8663399_8664399	end
chr3R_8667272_8668272	end
chr3R_8715379_8716379	end
chr3R_8714763_8715763	end
chr3R_8726230_8727230	end
chr3R_8747175_8748175	end
chr3R_8820182_8821182	end
chr3R_8820598_8821598	end
chr3R_8944520_8945520	end
chr3R_8962537_8963537	end
chr3R_8992449_8993449	end
chr3R_9001386_9002386	end
chr3R_9005726_9006726	end
chr3R_9014388_9015388	end
chr3R_9014409_9015409	end
chr3R_9014841_9015841	end
chr3R_9046700_9047700	end
chr3R_9047020_9048020	end
chr3R_9047329_9048329	end
chr3R_9047477_9048477	end
chr3R_9229777_9230777	end
chr3R_9394046_9395046	end
chr3R_9394237_9395237	end
chr3R_9416764_9417764	end
chr3R_9502081_9503081	end
chr3R_9509824_9510824	end
chr3R_9532511_9533511	end
chr3R_9551306_9552306	end
chr3R_9550838_9551838	end
chr3R_9550857_9551857	end
chr3R_9551248_9552248	end
chr3R_9573115_9574115	end
chr3R_9573711_9574711	end
chr3R_9573486_9574486	end
chr3R_9577233_9578233	end
chr3R_9576973_9577973	end
chr3R_9590502_9591502	end
chr3R_9626430_9627430	end
chr3R_9630351_9631351	end
chr3R_9677278_9678278	end
chr3R_9739479_9740479	end
chr3R_9747006_9748006	end
chr3R_9747244_9748244	end
chr3R_9762650_9763650	end
chr3R_9771042_9772042	end
chr3R_9777443_9778443	end
chr3R_9778037_9779037	end
chr3R_9808868_9809868	end
chr3R_9985560_9986560	end
chr3R_10042395_10043395	end
chr3R_10042321_10043321	end
chr3R_10045042_10046042	end
chr3R_10048297_10049297	end
chr3R_10109621_10110621	end
chr3R_10109108_10110108	end
chr3R_10109485_10110485	end
chr3R_10133982_10134982	end
chr3R_10133663_10134663	end
chr3R_10143684_10144684	end
chr3R_10189103_10190103	end
chr3R_10330853_10331853	end
chr3R_10332195_10333195	end
chr3R_10412369_10413369	end
chr3R_10461578_10462578	end
chr3R_10680425_10681425	end
chr3R_10767304_10768304	end
chr3R_10783592_10784592	end
chr3R_10816990_10817990	end
chr3R_10853951_10854951	end
chr3R_10862488_10863488	end
chr3R_10867790_10868790	end
chr3R_10868142_10869142	end
chr3R_10871881_10872881	end
chr3R_10881688_10882688	end
chr3R_10884501_10885501	end
chr3R_10888781_10889781	end
chr3R_10889088_10890088	end
chr3R_11153349_11154349	end
chr3R_11209349_11210349	end
chr3R_11210782_11211782	end
chr3R_11211398_11212398	end
chr3R_11214039_11215039	end
chr3R_11215787_11216787	end
chr3R_11219564_11220564	end
chr3R_11221017_11222017	end
chr3R_11221139_11222139	end
chr3R_11222543_11223543	end
chr3R_11224444_11225444	end
chr3R_11224673_11225673	end
chr3R_11221989_11222989	end
chr3R_11222529_11223529	end
chr3R_11222424_11223424	end
chr3R_11223290_11224290	end
chr3R_11223900_11224900	end
chr3R_11225982_11226982	end
chr3R_11226181_11227181	end
chr3R_11234513_11235513	end
chr3R_11235577_11236577	end
chr3R_11237124_11238124	end
chr3R_11243499_11244499	end
chr3R_11352631_11353631	end
chr3R_11411940_11412940	end
chr3R_11418795_11419795	end
chr3R_11421193_11422193	end
chr3R_11435107_11436107	end
chr3R_11435203_11436203	end
chr3R_11566554_11567554	end
chr3R_11561796_11562796	end
chr3R_11580976_11581976	end
chr3R_11604254_11605254	end
chr3R_11619406_11620406	end
chr3R_11622597_11623597	end
chr3R_11646473_11647473	end
chr3R_11646476_11647476	end
chr3R_11638053_11639053	end
chr3R_11674423_11675423	end
chr3R_11677616_11678616	end
chr3R_11679190_11680190	end
chr3R_11748988_11749988	end
chr3R_11749529_11750529	end
chr3R_11759579_11760579	end
chr3R_11778628_11779628	end
