ID	HYB_2_Z30_downsamp	HYB_2_ZHR_downsamp	HYB_1_Z30_downsamp	HYB_1_ZHR_downsamp	Z30_2_downsamp	Z30_1_downsamp	ZHR_3_downsamp	ZHR_1_downsamp	chrom	start	end	ZHR_1	ZHR_3	Z30_1	Z30_2	HYB_1_ZHR	HYB_2_ZHR	HYB_1_Z30	HYB_2_Z30
8348	34	21	46	38	40	36	33	52	chr3L	12688702	12688982	75	139	112	40	65	105	66	90
8349	6	5	13	7	10	14	9	5	chr3L	12689352	12689572	7	27	37	10	23	17	16	15
8350	341	412	377	436	509	561	496	540	chr3L	12690722	12690994	824	1616	1530	509	1059	888	1067	864
8351	643	695	639	612	922	967	753	912	chr3L	12692894	12693214	1487	2476	2583	922	1524	1500	1811	1509
8352	413	419	406	396	581	579	481	590	chr3L	12693254	12693534	937	1605	1608	581	943	943	1090	959
8353	51	58	64	46	87	75	49	40	chr3L	12697394	12697704	74	151	212	87	112	146	141	132
8354	10	12	12	5	13	13	16	8	chr3L	12698044	12698314	15	43	33	13	19	20	31	23
8356	66	49	65	70	42	71	55	56	chr3L	12726539	12727019	88	189	218	42	160	144	138	170
8359	9	12	9	18	1	9	15	8	chr3L	12734028	12734258	14	53	24	1	36	28	27	27
8361	7	14	6	1	7	9	13	11	chr3L	12740589	12740809	15	39	26	7	15	13	31	20
8362	37	48	23	25	15	26	17	8	chr3L	12744849	12745259	12	65	50	15	66	48	124	82
8366	3	4	7	9	5	7	3	5	chr3L	12763279	12763629	9	21	13	5	14	18	14	9
8368	4	1	2	2	2	3	5	6	chr3L	12768049	12768349	9	20	6	2	10	8	6	18
8370	37	35	20	29	34	41	40	28	chr3L	12772989	12773229	49	114	99	34	57	59	83	85
8371	16	7	15	10	13	3	9	9	chr3L	12775789	12776259	16	43	18	13	32	25	18	34
8373	13	8	9	14	11	10	6	21	chr3L	12780689	12781079	28	29	29	11	36	20	27	30
8374	4	6	12	6	7	10	12	17	chr3L	12782579	12782899	25	45	22	7	16	30	14	21
8376	44	30	34	24	18	35	30	27	chr3L	12790130	12790410	42	104	88	18	83	91	90	101
8377	116	120	128	138	49	71	58	55	chr3L	12793001	12793291	87	250	201	49	323	290	311	282
8378	29	28	23	10	17	38	13	6	chr3L	12802055	12802275	13	34	95	17	29	40	72	81
8379	121	152	120	134	100	108	173	144	chr3L	12805778	12806028	236	609	306	100	336	290	368	282
838	6	4	2	5	5	2	6	7	chrX	7790260	7790540	9	19	10	5	11	4	10	11
8380	106	87	75	77	83	91	84	84	chr3L	12815739	12816038	136	301	284	83	182	166	237	255
8381	13	16	18	7	18	16	12	11	chr3L	12816548	12817188	17	49	44	18	27	34	46	30
8382	3	1	6	5	6	3	4	3	chr3L	12817258	12817528	10	10	11	6	14	12	7	9
8383	2	1	5	5	2	4	6	9	chr3L	12818008	12818248	14	27	8	2	9	12	6	6
8384	9	16	8	7	23	9	3	11	chr3L	12819098	12819568	16	18	33	23	20	16	34	27
8385	4	1	3	1	4	2	5	3	chr3L	12820548	12820768	5	16	8	4	4	6	8	7
8388	8	9	12	11	4	10	14	4	chr3L	12826307	12826547	7	48	21	4	14	21	20	16
8389	8	5	5	10	5	5	3	7	chr3L	12827837	12828167	14	18	19	5	26	27	22	15
839	8	6	7	2	11	6	7	11	chrX	7792440	7792690	22	27	13	11	5	15	12	22
8390	8	6	7	7	5	2	5	1	chr3L	12828317	12828517	5	23	4	5	17	14	8	13
8392	15	9	9	9	11	9	12	4	chr3L	12831566	12831956	14	43	23	11	25	30	32	24
8393	15	12	9	4	8	7	11	12	chr3L	12833234	12833664	18	34	26	8	15	21	33	29
8394	18	20	22	34	14	16	17	15	chr3L	12835554	12835864	20	57	44	14	62	52	55	49
8395	5	9	8	5	3	4	9	10	chr3L	12836434	12836704	13	26	7	3	10	12	15	14
8396	11	9	6	2	1	8	11	4	chr3L	12840659	12841099	9	32	20	1	6	15	12	18
8397	80	81	60	81	56	79	78	81	chr3L	12849718	12849938	115	270	195	56	172	161	221	182
8398	28	25	37	33	28	37	50	54	chr3L	12850318	12850618	81	182	89	28	85	90	72	72
840	7	1	2	2	4	3	3	1	chrX	7797700	7798130	3	21	5	4	7	6	2	12
8401	8	3	11	10	9	5	8	8	chr3L	12855618	12855888	12	28	18	9	17	27	9	18
8402	8	10	5	7	8	6	5	6	chr3L	12856048	12856258	15	16	12	8	22	12	13	19
8403	95	69	71	91	54	89	47	24	chr3L	12857628	12858048	37	131	220	54	198	167	214	203
8405	5	4	5	2	8	5	9	4	chr3L	12858998	12859448	11	29	12	8	7	11	5	18
8406	11	5	11	8	17	5	8	12	chr3L	12859678	12860238	17	38	18	17	24	25	15	24
8407	7	6	6	3	3	4	6	3	chr3L	12861248	12861548	6	18	7	3	10	12	13	12
8408	13	11	14	11	24	19	12	13	chr3L	12868337	12868557	19	40	66	24	31	27	40	25
8410	2	5	5	6	7	6	3	14	chr3L	12886235	12886495	20	8	15	7	12	10	13	8
8411	6	2	3	7	4	8	10	12	chr3L	12889445	12889685	18	39	15	4	12	7	6	8
8412	3	5	8	6	2	7	6	9	chr3L	12890065	12890635	20	13	19	2	16	30	10	13
8413	2	1	6	4	2	3	2	5	chr3L	12891575	12891795	7	6	9	2	10	10	7	7
8414	21	23	16	16	28	29	26	18	chr3L	12892605	12892805	34	106	80	28	40	41	56	51
8416	5	2	12	11	5	4	7	6	chr3L	12900031	12900312	12	30	19	5	17	19	7	11
8419	45	72	54	85	72	93	82	75	chr3L	12913919	12914129	118	304	230	72	210	132	180	124
8420	17	27	28	44	23	20	27	17	chr3L	12914239	12914489	28	82	53	23	102	65	66	48
8423	4	2	5	3	2	6	5	4	chr3L	12933382	12933662	4	18	14	2	15	9	4	11
8426	3	7	1	1	2	4	2	4	chr3L	12946402	12946612	8	8	15	2	5	4	14	7
8432	8	2	6	8	4	5	6	5	chr3L	12991448	12991748	9	13	9	4	16	16	6	17
8433	3	2	1	1	3	2	4	3	chr3L	12992328	12992618	4	8	3	3	10	2	7	11
8435	10	13	10	7	15	14	8	16	chr3L	13007599	13007839	22	22	44	15	18	22	30	27
8436	11	4	9	9	7	6	9	6	chr3L	13013209	13013489	19	29	17	7	13	18	14	24
8437	6	8	12	3	12	25	12	10	chr3L	13014499	13014789	17	46	44	12	11	27	19	23
8439	27	29	14	19	32	28	29	19	chr3L	13021740	13022080	30	106	81	32	45	43	86	90
8441	25	17	25	16	28	20	20	28	chr3L	13024920	13025130	48	81	62	28	51	52	44	58
8442	11	10	17	10	23	18	21	19	chr3L	13025860	13026140	34	72	45	23	38	27	24	22
8443	58	61	82	70	67	74	52	68	chr3L	13029580	13029780	116	198	197	67	203	191	160	149
8444	3	4	27	10	5	1	20	10	chr3L	13031700	13031950	15	51	4	5	28	45	6	8
8445	49	56	74	63	70	37	120	93	chr3L	13032300	13032530	154	421	116	70	142	140	147	125
8446	14	32	17	24	17	8	39	21	chr3L	13033970	13034180	34	132	30	17	75	54	71	38
8447	10	9	22	11	17	14	17	17	chr3L	13035670	13036020	22	70	34	17	47	48	30	24
8448	8	8	8	6	4	7	13	24	chr3L	13038509	13038739	34	37	28	4	12	17	18	21
8449	3	8	16	13	12	4	29	20	chr3L	13045649	13045886	26	93	12	12	29	33	19	7
8450	10	22	23	27	2	10	23	21	chr3L	13046673	13046923	41	104	33	2	55	52	38	26
8451	9	2	8	10	2	4	8	9	chr3L	13047553	13047923	13	34	9	2	20	18	18	18
8452	11	15	12	2	6	8	14	17	chr3L	13048413	13048633	26	51	18	6	13	21	31	21
8453	37	26	51	35	56	38	92	57	chr3L	13051123	13051333	101	284	94	56	77	99	60	80
8454	13	7	11	6	4	1	19	8	chr3L	13051413	13051773	12	49	5	4	23	25	22	32
8455	13	11	8	6	8	5	13	3	chr3L	13053283	13053523	7	44	11	8	18	10	28	26
8456	24	32	21	22	15	19	31	20	chr3L	13054682	13055072	30	83	55	15	54	43	73	57
8457	13	5	19	20	4	8	5	8	chr3L	13059572	13059782	14	26	23	4	37	41	14	31
8458	9	11	11	12	11	15	6	11	chr3L	13060282	13060592	20	27	31	11	25	37	30	23
8459	9	10	4	10	15	6	5	10	chr3L	13062354	13062624	15	26	16	15	22	11	22	25
846	4	4	6	2	2	7	4	8	chrX	7844473	7844773	11	12	20	2	4	16	10	15
8460	5	5	9	12	4	3	4	6	chr3L	13064098	13064328	8	19	6	4	23	12	16	9
8461	1	9	5	6	7	4	2	12	chr3L	13067878	13068078	15	24	19	7	15	14	23	12
8463	5	8	7	6	7	8	5	9	chr3L	13068758	13068968	14	21	16	7	13	15	20	13
8465	624	574	714	723	742	854	661	717	chr3L	13073831	13074661	1141	2195	2419	742	1779	1629	1599	1553
8466	8	4	7	5	3	9	3	9	chr3L	13079334	13079544	18	12	27	3	14	9	10	15
8467	4	9	9	5	7	5	6	7	chr3L	13082504	13082924	8	23	5	7	11	16	19	10
8468	4	4	4	3	9	7	9	6	chr3L	13083064	13083304	10	32	14	9	7	16	14	9
8469	4	8	3	4	5	9	5	1	chr3L	13088672	13088952	2	11	17	5	12	11	18	13
847	4	1	2	2	6	2	6	1	chrX	7847892	7848112	2	13	6	6	6	8	4	8
8470	5	1	7	1	4	1	2	5	chr3L	13089752	13089992	7	21	6	4	8	18	2	8
8471	12	6	17	12	10	10	12	17	chr3L	13090772	13091242	22	34	27	10	23	34	26	29
8472	39	50	57	57	55	51	71	82	chr3L	13093962	13094192	134	261	131	55	140	126	128	98
8473	16	7	8	7	8	4	6	7	chr3L	13094232	13094622	14	19	7	8	17	16	18	39
8474	4	3	5	11	7	5	8	3	chr3L	13095581	13095931	8	17	12	7	25	13	14	12
8477	86	67	114	124	82	77	134	113	chr3L	13100831	13101041	172	409	203	82	308	263	184	182
8479	85	145	36	66	63	68	39	29	chr3L	13110623	13110863	45	129	202	63	149	79	323	179
848	4	3	5	10	6	10	5	7	chrX	7854593	7855003	17	25	18	6	18	11	10	14
8480	17	29	29	21	15	21	27	22	chr3L	13111073	13111363	29	80	53	15	67	72	75	64
8481	608	587	658	657	763	737	568	760	chr3L	13113843	13114203	1230	1939	2038	763	1569	1516	1587	1403
8483	6	9	7	7	9	2	2	5	chr3L	13123262	13123562	10	16	8	9	16	14	25	12
8484	1	2	8	6	2	1	2	5	chr3L	13132339	13132749	7	22	1	2	12	19	4	6
8485	10	16	16	7	11	9	5	14	chr3L	13134209	13134479	22	29	30	11	27	43	32	22
8486	28	25	17	15	27	18	18	32	chr3L	13135209	13135469	50	79	50	27	39	45	48	64
8487	3	4	8	3	7	2	5	6	chr3L	13135949	13136218	10	22	5	7	9	15	7	10
8488	10	10	15	10	6	9	3	9	chr3L	13136238	13136568	10	18	18	6	21	28	21	20
849	3	2	6	4	12	4	6	3	chrX	7862362	7862592	9	18	13	12	5	13	6	5
8491	35	29	54	55	43	39	48	28	chr3L	13141660	13142030	46	148	115	43	167	128	85	92
8493	1	4	3	2	2	4	5	2	chr3L	13148591	13148801	4	15	8	2	10	8	15	10
8494	3	1	1	2	5	2	2	2	chr3L	13153751	13154031	2	16	4	5	17	8	7	8
8495	3	9	12	4	4	6	8	6	chr3L	13154351	13154760	12	26	19	4	6	28	20	10
8496	7	2	3	2	5	1	10	5	chr3L	13156330	13156600	6	22	2	5	6	4	11	8
8497	7	2	6	4	4	4	4	3	chr3L	13157460	13157740	3	11	4	4	5	11	5	13
8498	21	22	18	16	9	39	10	21	chr3L	13164041	13164505	29	35	109	9	40	40	68	62
8499	102	141	113	135	125	125	49	51	chr3L	13166617	13166837	97	198	355	125	301	240	361	242
8500	10	8	4	11	7	3	1	4	chr3L	13166987	13167217	4	7	11	7	24	8	26	16
8502	21	26	56	38	31	29	26	26	chr3L	13171008	13171267	43	98	84	31	94	121	91	68
8503	15	9	6	8	2	1	4	4	chr3L	13175347	13175557	9	25	6	2	23	11	15	27
8504	3	6	11	6	7	9	2	20	chr3L	13176207	13176467	26	16	27	7	10	20	20	10
8505	29	22	15	14	20	25	23	12	chr3L	13180277	13180547	22	63	79	20	33	32	72	76
8507	23	13	16	14	17	12	16	13	chr3L	13184571	13184841	20	64	31	17	35	35	31	49
8508	9	11	7	10	16	8	8	7	chr3L	13189344	13189704	10	27	26	16	18	21	27	19
8509	49	50	59	81	65	40	82	73	chr3L	13190664	13190864	115	274	109	65	179	126	143	118
851	7	4	8	10	6	7	10	7	chrX	7866240	7866540	12	23	13	6	20	17	13	17
8510	8	10	4	12	18	6	20	16	chr3L	13192404	13192664	25	51	28	18	31	20	35	17
8511	7	7	9	8	8	6	14	15	chr3L	13194754	13194954	21	30	12	8	22	22	17	23
8512	12	21	18	28	48	25	34	38	chr3L	13199042	13199332	64	122	72	48	64	49	71	37
8513	24	35	50	73	43	49	58	56	chr3L	13204820	13205090	84	220	132	43	167	122	103	63
8514	20	18	28	35	21	20	26	13	chr3L	13205120	13205490	22	99	38	21	79	62	51	46
8515	86	80	104	129	87	83	91	104	chr3L	13207393	13207783	161	304	234	87	267	258	208	204
8516	14	12	6	6	5	4	13	10	chr3L	13214193	13214423	11	38	12	5	12	16	24	21
8517	2	3	4	3	1	1	3	1	chr3L	13224982	13225262	1	19	6	1	9	7	6	6
8518	2	5	5	9	9	2	5	2	chr3L	13230291	13230501	7	16	8	9	14	10	8	6
8519	3	5	6	4	3	2	2	6	chr3L	13231521	13231781	8	7	4	3	8	12	15	10
852	4	9	16	6	7	9	6	13	chrX	7868061	7868341	21	33	22	7	23	28	24	11
8521	4	4	5	4	3	2	2	13	chr3L	13234952	13235192	14	8	3	3	6	13	12	7
8522	4	5	3	6	2	2	1	4	chr3L	13238439	13238729	7	9	2	2	12	14	8	13
8524	27	7	28	19	16	10	27	27	chr3L	13249384	13249695	42	101	22	16	56	59	31	68
8526	26	19	31	24	16	12	37	33	chr3L	13253743	13254063	53	109	40	16	55	67	47	66
8527	15	11	22	32	19	11	14	19	chr3L	13256003	13256313	30	58	25	19	59	45	37	37
8528	4	3	3	5	3	4	4	3	chr3L	13260432	13260742	6	27	10	3	19	10	8	15
853	4	6	4	2	4	3	1	7	chrX	7875863	7876103	15	10	8	4	5	9	13	7
8530	26	19	67	41	37	30	52	45	chr3L	13267263	13267543	81	193	74	37	104	143	70	61
8531	7	2	6	3	2	1	8	7	chr3L	13268563	13268783	9	24	6	2	14	19	8	12
8532	10	14	21	5	7	11	20	26	chr3L	13270433	13271093	45	66	37	7	18	59	41	30
8533	5	5	8	6	15	15	12	20	chr3L	13275892	13276252	29	46	51	15	24	20	27	23
8535	11	6	6	5	3	2	2	1	chr3L	13291851	13292061	2	6	9	3	14	12	10	22
8536	11	8	15	5	13	11	12	4	chr3L	13297520	13297800	9	37	33	13	19	38	18	30
8537	27	14	89	79	20	23	58	33	chr3L	13301899	13302097	57	192	58	20	177	194	47	51
854	14	8	7	12	14	14	14	10	chrX	7877112	7877412	19	35	37	14	22	20	18	29
8540	14	5	6	3	14	8	2	9	chr3L	13321028	13321228	16	26	19	14	16	16	15	29
8541	7	7	5	8	4	6	8	21	chr3L	13329296	13329586	26	30	17	4	19	13	23	14
8543	7	19	7	5	14	3	8	7	chr3L	13336137	13336517	10	16	13	14	19	11	43	17
8544	6	6	2	3	7	4	4	6	chr3L	13342105	13342335	9	20	9	7	6	7	16	13
8545	3	1	2	1	4	1	2	3	chr3L	13342615	13342845	7	8	2	4	3	2	4	9
8546	12	8	7	7	8	2	2	12	chr3L	13350835	13351185	18	15	8	8	13	11	15	21
8547	4	2	4	6	2	1	4	5	chr3L	13351335	13351555	11	14	7	2	12	5	10	13
8548	12	4	7	2	3	12	6	11	chr3L	13352635	13352935	15	22	32	3	11	12	7	24
855	7	6	2	12	5	8	4	7	chrX	7878512	7878802	8	17	20	5	24	10	13	19
8556	9	10	14	27	9	14	20	15	chr3L	13379894	13380334	19	56	40	9	50	36	22	25
8557	15	8	13	7	8	7	6	6	chr3L	13384184	13384574	8	21	14	8	22	26	20	25
8558	15	11	10	12	9	25	8	17	chr3L	13388897	13389217	35	28	59	9	18	27	26	34
8559	27	21	40	35	29	30	31	33	chr3L	13392017	13392257	59	100	101	29	87	100	70	60
856	10	5	10	9	13	9	11	10	chrX	7880452	7881002	19	29	26	13	26	19	21	31
8561	9	5	8	7	4	6	6	12	chr3L	13392977	13393217	15	23	19	4	18	15	13	16
8562	25	17	5	10	6	9	24	6	chr3L	13394375	13394765	10	43	24	6	25	13	41	48
8563	12	11	12	8	2	9	7	7	chr3L	13394835	13395125	14	31	21	2	18	33	25	28
8564	10	4	15	14	9	11	9	15	chr3L	13397215	13397574	24	39	34	9	34	30	14	29
8565	30	24	13	30	24	34	24	22	chr3L	13399219	13399529	45	95	99	24	68	36	69	71
8566	46	42	39	65	37	62	28	50	chr3L	13401519	13401749	83	106	159	37	120	91	119	107
8567	138	164	182	181	197	231	130	186	chr3L	13403489	13403949	325	427	610	197	426	407	446	329
8568	10	7	16	15	9	12	18	8	chr3L	13406315	13406575	8	43	30	9	36	43	13	17
8569	44	52	58	68	54	74	46	43	chr3L	13407336	13407536	73	182	196	54	145	126	158	107
8570	9	2	7	4	7	9	6	12	chr3L	13411723	13411983	20	22	26	7	11	22	10	20
8571	7	6	9	10	12	5	16	8	chr3L	13419303	13419513	15	45	20	12	22	15	13	17
8572	20	20	15	10	20	16	14	14	chr3L	13425483	13425693	17	69	51	20	25	32	55	56
8573	2	2	3	1	4	2	1	2	chr3L	13427142	13427372	2	10	6	4	8	5	4	6
8575	9	16	14	10	10	7	22	14	chr3L	13435505	13435775	20	75	18	10	42	25	36	16
8576	21	15	16	28	26	19	18	21	chr3L	13439805	13440085	34	89	48	26	69	40	54	49
8577	4	5	11	13	4	9	5	4	chr3L	13440275	13440585	6	26	17	4	25	25	10	8
8578	5	9	9	8	9	5	9	19	chr3L	13442045	13442275	26	28	27	9	15	23	17	10
8579	5	5	7	6	4	3	4	14	chr3L	13447065	13447305	19	18	9	4	15	15	15	11
858	10	3	7	8	5	3	6	10	chrX	7882302	7882562	17	33	9	5	18	16	6	27
8580	4	2	6	7	5	2	2	1	chr3L	13452505	13452705	1	19	2	5	12	11	10	11
8581	6	3	4	5	8	6	6	14	chr3L	13456508	13456878	22	23	20	8	20	11	16	15
8582	13	4	24	23	28	18	26	19	chr3L	13464038	13464488	36	64	33	28	58	49	18	28
8586	12	5	20	11	7	13	15	22	chr3L	13474080	13474462	37	42	29	7	38	53	26	20
8587	469	467	501	503	539	644	355	564	chr3L	13477002	13477552	883	1315	1713	539	1224	1134	1211	1117
8588	3	4	11	12	9	7	15	8	chr3L	13484492	13484772	21	43	29	9	35	19	6	7
8589	360	374	342	341	423	473	345	341	chr3L	13487042	13487342	545	1232	1265	423	874	804	946	854
8590	35	36	118	163	37	33	161	110	chr3L	13497653	13497873	196	530	73	37	384	300	119	90
8591	347	345	916	840	445	405	631	709	chr3L	13499933	13500293	1183	2124	1070	445	2043	2038	886	837
8595	3	3	12	6	18	5	13	9	chr3L	13581792	13581992	13	29	14	18	16	22	3	9
8599	1	3	3	4	6	1	5	4	chr3L	13606304	13606504	5	12	4	6	13	11	4	5
86	5	2	10	8	2	7	8	17	chrX	4770951	4771181	21	32	20	2	19	27	8	19
860	3	5	12	8	8	5	7	5	chrX	7958518	7958748	8	29	21	8	26	31	20	16
8601	6	3	8	6	3	4	4	2	chr3L	13611948	13612238	5	16	11	3	15	15	15	12
8602	3	5	8	8	2	5	10	6	chr3L	13630676	13631146	11	28	15	2	16	13	12	13
8603	9	7	3	3	1	8	4	9	chr3L	13644357	13644637	12	23	13	1	14	10	19	18
8604	2	1	4	2	5	1	4	5	chr3L	13646687	13646907	9	14	4	5	8	12	1	6
8609	1	3	5	8	2	1	8	5	chr3L	13698070	13698480	10	33	1	2	25	25	7	3
861	113	108	154	155	126	142	137	180	chrX	7967178	7967448	290	469	427	126	378	378	287	281
8610	1	2	5	3	3	2	2	1	chr3L	13720813	13721043	1	8	4	3	6	10	4	4
8613	3	3	4	5	1	3	7	10	chr3L	13727084	13727314	12	23	7	1	14	17	7	11
8619	10	2	19	25	4	3	12	21	chr3L	13780464	13780684	33	32	12	4	42	39	6	25
862	281	201	277	339	319	346	237	237	chrX	7973216	7973466	400	801	937	319	778	682	590	682
8621	4	1	7	6	3	1	1	5	chr3L	13788494	13788694	10	11	6	3	15	16	2	11
8622	7	3	6	5	7	4	3	6	chr3L	13797564	13797834	12	17	4	7	11	17	10	15
8627	24	15	20	30	27	31	11	20	chr3L	13845246	13845465	37	46	80	27	65	39	45	63
8629	5	7	4	10	6	2	2	3	chr3L	13848476	13848736	8	17	11	6	18	12	20	15
863	71	44	121	123	59	60	153	124	chrX	7977496	7977746	220	538	194	59	289	271	126	192
8631	13	10	15	10	8	4	8	6	chr3L	13854097	13854347	11	23	11	8	21	29	30	29
8632	3	3	14	10	6	3	11	9	chr3L	13857037	13857297	15	31	9	6	20	28	7	10
8635	6	9	18	7	18	11	37	38	chr3L	13862247	13862657	57	109	31	18	24	30	17	19
8638	8	2	8	13	3	2	11	4	chr3L	13869985	13870226	5	30	4	3	33	26	9	19
864	23	29	34	51	33	26	62	58	chrX	7983148	7983448	82	221	83	33	124	86	79	73
8640	39	48	254	305	30	46	174	111	chr3L	13881542	13881842	182	547	127	30	716	588	112	89
865	9	3	13	19	4	4	14	23	chrX	7983888	7984118	31	58	17	4	40	28	8	22
8650	135	145	188	209	216	175	227	233	chr3L	13919848	13920058	382	840	548	216	503	453	416	369
8651	80	59	70	74	48	70	82	68	chr3L	13923612	13923893	106	256	180	48	183	153	168	206
8652	3	5	24	9	2	3	4	3	chr3L	13924373	13924573	10	15	4	2	26	53	8	5
8654	40	33	79	127	44	39	63	102	chr3L	13929138	13929418	159	238	119	44	281	192	88	93
8655	10	7	11	13	22	18	9	19	chr3L	13933318	13933678	34	42	49	22	31	23	18	26
8656	76	59	117	104	87	83	58	57	chr3L	13937122	13937332	92	187	248	87	243	263	158	164
8657	47	47	46	39	63	60	49	39	chr3L	13938140	13938350	69	138	167	63	101	106	133	127
866	2	8	7	9	8	7	8	4	chrX	7987876	7988126	11	28	16	8	21	10	20	11
8662	5	5	2	6	2	3	6	5	chr3L	13948012	13948292	6	18	7	2	17	5	9	10
8663	4	5	16	15	3	4	10	8	chr3L	13949172	13949432	14	28	11	3	47	41	11	8
8664	10	7	7	9	5	6	6	8	chr3L	13950122	13950382	10	25	22	5	24	19	23	34
8665	1	2	7	7	3	1	8	6	chr3L	13950531	13950741	10	16	2	3	14	9	9	6
8669	10	7	3	4	4	3	12	1	chr3L	13966025	13966275	1	30	9	4	16	7	11	15
867	4	2	2	2	2	1	3	2	chrX	7998916	7999126	2	9	2	2	5	4	5	4
8670	2	6	10	4	9	8	6	15	chr3L	13969905	13970155	22	20	18	9	12	16	14	7
8671	7	7	10	7	6	1	11	12	chr3L	13983228	13983458	16	36	10	6	16	18	17	12
8673	1	9	5	1	3	11	2	10	chr3L	13986879	13987129	15	12	31	3	8	10	18	11
8674	4	4	8	2	6	10	4	9	chr3L	13991945	13992145	9	14	19	6	5	21	13	10
8675	24	14	18	12	25	31	18	20	chr3L	13993325	13993525	35	57	83	25	33	44	47	66
8676	12	7	12	4	10	13	15	13	chr3L	13995425	13995775	25	40	41	10	5	24	24	25
8677	14	6	8	8	13	10	3	5	chr3L	14010474	14010764	12	37	21	13	17	21	21	30
8679	14	9	13	10	26	11	16	12	chr3L	14042150	14042480	22	50	29	26	21	25	22	32
8680	3	6	10	6	12	5	9	4	chr3L	14045720	14045960	9	23	17	12	21	22	19	9
8681	8	5	7	14	20	11	7	16	chr3L	14046430	14046840	24	34	32	20	24	25	21	18
8682	233	239	286	247	363	329	325	451	chr3L	14053199	14053469	709	1117	924	363	616	623	634	553
8683	43	47	57	52	33	49	94	76	chr3L	14055439	14055789	124	316	126	33	137	139	115	125
8684	4	5	13	6	6	8	11	14	chr3L	14056899	14057129	19	32	14	6	25	30	10	9
8686	9	2	11	9	9	9	7	5	chr3L	14059072	14059402	6	25	16	9	20	18	7	21
8687	15	1	12	7	14	4	6	10	chr3L	14066129	14066449	17	25	28	14	13	25	15	25
8688	7	7	9	9	4	13	5	5	chr3L	14072729	14073008	6	17	32	4	18	14	16	12
8689	3	8	5	5	7	5	9	5	chr3L	14075109	14075329	11	19	20	7	9	16	14	10
8690	12	7	13	8	8	15	13	2	chr3L	14079264	14079514	11	42	28	8	27	29	23	35
8691	2	5	11	3	10	9	9	8	chr3L	14079924	14080144	14	37	29	10	13	21	15	7
8692	8	2	9	9	3	3	10	5	chr3L	14083504	14083714	6	33	5	3	20	18	6	15
8693	3	6	6	5	1	6	2	6	chr3L	14084224	14084464	9	9	17	1	17	13	8	8
8694	5	10	17	15	8	19	17	15	chr3L	14085324	14085924	23	66	41	8	34	36	28	26
8697	5	8	7	6	7	10	7	15	chr3L	14094879	14095099	20	30	20	7	10	13	21	13
8698	20	24	35	31	30	31	32	37	chr3L	14108251	14108481	58	101	91	30	78	61	70	56
8699	3	13	8	11	5	8	12	6	chr3L	14127040	14127280	10	44	22	5	16	15	22	15
8700	12	7	5	4	2	6	1	4	chr3L	14127930	14128180	6	4	15	2	5	12	13	21
8701	9	7	4	13	20	17	12	7	chr3L	14137080	14137290	10	34	43	20	31	17	20	27
8702	4	3	3	1	1	5	4	3	chr3L	14142272	14142592	5	21	6	1	11	3	6	10
8704	3	6	13	12	5	1	7	10	chr3L	14159538	14159778	17	18	2	5	22	25	17	14
8705	12	12	1	1	7	2	5	5	chr3L	14161237	14161557	7	19	7	7	6	7	33	23
8707	27	17	83	102	8	6	76	45	chr3L	14189947	14190207	67	251	15	8	232	183	44	61
8710	7	6	11	4	1	3	5	7	chr3L	14246987	14247217	9	18	5	1	12	17	9	15
8712	76	85	41	97	68	59	98	88	chr3L	14253907	14254708	132	358	167	68	216	102	212	164
8713	323	361	360	416	415	412	345	442	chr3L	14274028	14274268	738	1133	1123	415	964	824	974	759
8714	6	4	11	6	6	4	6	17	chr3L	14277908	14278158	21	32	12	6	14	23	16	13
8715	51	42	57	47	21	38	59	44	chr3L	14281174	14281424	70	188	87	21	108	114	122	121
8716	8	8	8	6	7	9	3	7	chr3L	14293428	14293718	9	27	23	7	15	21	19	20
8717	47	58	40	48	76	62	76	62	chr3L	14299821	14300091	105	218	167	76	121	95	165	129
8718	26	30	11	9	12	18	5	5	chr3L	14301681	14301961	6	29	46	12	28	28	60	67
8719	9	10	11	6	4	6	11	6	chr3L	14311062	14311302	11	30	20	4	11	19	20	27
872	19	13	21	19	6	16	29	20	chrX	8018105	8018475	32	90	30	6	52	42	30	30
8720	8	5	8	4	6	10	2	3	chr3L	14324394	14324734	4	12	24	6	10	18	21	31
8723	18	16	12	19	15	12	11	12	chr3L	14328264	14328624	22	53	27	15	51	35	53	43
8724	10	5	7	6	6	6	6	5	chr3L	14331574	14331944	6	25	16	6	15	14	18	20
8725	11	7	6	7	6	13	3	4	chr3L	14337244	14337514	9	12	31	6	18	14	17	24
8726	25	20	10	15	12	8	18	3	chr3L	14338550	14338860	10	55	21	12	38	36	43	54
8727	46	60	56	41	42	47	40	38	chr3L	14342420	14342790	54	110	119	42	119	115	141	130
8728	41	42	26	21	30	28	12	20	chr3L	14348891	14349141	28	76	78	30	70	70	114	94
8729	208	205	171	154	91	107	135	58	chr3L	14364670	14364990	93	469	290	91	402	354	518	498
8730	3	2	2	5	4	2	3	7	chr3L	14372455	14372725	12	17	4	4	10	6	4	6
8733	124	135	112	146	175	165	169	140	chr3L	14409434	14409634	244	511	485	175	324	274	367	304
8735	576	692	572	711	887	876	659	737	chr3L	14427298	14427588	1183	2195	2323	887	1742	1326	1856	1444
8736	24	15	8	13	22	13	10	10	chr3L	14437308	14437608	14	27	25	22	38	29	45	51
