Gene	P_est.mean_RNA	P_p_value_RNA	H_est.mean_RNA	H_p_value_RNA	H_P_est_RNA	H_P_p_value_RNA	P_qvalue_RNA	H_qvalue_RNA	P_H_qvalue_RNA	Direction_parent_RNA	Direction_hybrid_RNA	P_H_ratio_RNA	Regulatory_class_RNA	perc_cis_RNA	chrom	start	end	Paste_locus	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	perc_cis	class	beg_first_exon	div_category	distance_to_exon1
CG8222	0.661734449844656	3.55253364220048e-11	0.287912355077514	2.3846533457442e-09	0.373845646612948	7.20618702563364e-07	1.63733269191575e-09	5.94967126613418e-08	3.4773085190578e-06	P1	P1	2.29838851363811	Cis_+_Trans,opposing	43.5087451084196	chr2L	8246443	8249278	chr2L_8246443_8249278	-0.403020589098345	8.74702418052209e-07	-0.554897877731832	0	0.151846864572193	0.207266218810195	1.85873065397866e-05	0	0.306566054623039	P2	P2	0.726296865192039	Cis	78.5112301816524	intra	8228493	AccD_ExpD_O	20785
CG8222	0.661734449844656	3.55253364220048e-11	0.287912355077514	2.3846533457442e-09	0.373845646612948	7.20618702563364e-07	1.63733269191575e-09	5.94967126613418e-08	3.4773085190578e-06	P1	P1	2.29838851363811	Cis_+_Trans,opposing	43.5087451084196	chr2L	8266453	8267057	chr2L_8266453_8267057	-0.604491693375843	0	-0.949422303539169	0	0.34500283706963	0.00258177579436097	0	0	0.00733794165754483	P2	P2	0.636694220393259	Cis_+_Trans,same	73.3511157187685	intra	8228493	AccD_ExpD_O	38564
CG8239	-0.135356267359633	0.0114298937764978	-0.161717940288089	0.00303303108249064	0.0263204149124466	0.733558997767641	0.149657423711266	0.0450934954355788	0.795114516451697	Ambig	P2	0.836989805327136	Conserved/Ambiguous	85.9837690658665	chrX	15752365	15754709	chrX_15752365_15754709	0.247297695404034	0.00566792305415213	0.311945244586658	0.0046867806595282	-0.0645527201730855	0.649880621970914	0.0763577609850398	0.057388722675445	0.741566073107891	P1	P1	0.792759946482643	Conserved/Ambiguous	82.8335671175296	intra	15749176	AccC_ExpC	5533
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15764892	15767660	chr2R_15764892_15767660	0.10186076970868	0.0676272042683702	0.0438421639296675	0.490903042692714	0.0579936496467735	0.493611551457578	0.773454240225476	1	0.606124431233563	Ambig	Ambig	2.32335178236383	Conserved/Ambiguous	43.0412651063361	intra	15834682	AccC_ExpD	67022
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15777737	15779810	chr2R_15777737_15779810	0.0972730190057425	0.209768519445359	0.0189223497752459	0.802513587231834	0.0783340801074973	0.468456777526614	1	1	0.582791991024635	Ambig	Ambig	5.1406416307236	Conserved/Ambiguous	19.4528246050725	intra	15834682	AccC_ExpD	54872
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15783084	15784893	chr2R_15783084_15784893	0.295418247194053	7.8987113365326e-07	0.308081090010039	3.7876299892481e-07	-0.0126110608344128	0.880972046802946	1.68702165978548e-05	6.47725642708142e-06	0.918696306342071	P1	P1	0.958897695358149	Cis	96.0520397987218	intra	15834682	AccD_ExpD_S	49789
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15785544	15788807	chr2R_15785544_15788807	0.210467619847299	2.31532148785291e-06	0.0174948595039894	0.7049856155981	0.192979363403509	0.00258837125018957	4.71286743127601e-05	1	0.00734957252471622	P1	Ambig	12.030254932845	Trans	8.31237580235976	intra	15834682	AccD_ExpD_S	45875
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15794852	15796823	chr2R_15794852_15796823	-0.0857617381454346	0.353919329455032	-0.327749191841226	7.80531766109149e-05	0.242059557404692	0.0530136685616142	1	0.00113484479025953	0.0977075523521025	Ambig	P2	0.261668801267345	Conserved/Ambiguous	57.5264368912586	intra	15834682	AccC_ExpD	37859
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15797032	15798901	chr2R_15797032_15798901	0.62905018541238	3.47979546117755e-11	0.949628998629428	2.30592506950807e-11	-0.320586065849289	0.000421099142303483	1.56037073641443e-09	7.72024917573543e-10	0.00144941041243028	P1	P1	0.662416782048853	Cis_+_Trans,same	74.7617035395941	intra	15834682	AccD_ExpD_S	35781
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15799409	15800486	chr2R_15799409_15800486	0.355971924463357	5.54039352333178e-11	0.678336418468687	4.40863645285877e-11	-0.322358188403644	6.18590823009413e-09	1.76524296166879e-09	1.16659889536837e-09	5.27960074521987e-08	P1	P1	0.524771949097097	Cis_+_Trans,same	67.7861297029945	intra	15834682	AccD_ExpD_S	34196
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15802737	15805822	chr2R_15802737_15805822	0.0240133322497752	0.636147956196756	-0.067124943309279	0.224530111402443	0.0912021345636184	0.224582366447918	1	1	0.326908194294044	Ambig	Ambig	0.357740819819146	Conserved/Ambiguous	42.4134829237383	intra	15834682	AccC_ExpD	28860
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15806122	15808102	chr2R_15806122_15808102	-0.422845768697834	0	-0.409259119278469	0	-0.01354488125827	0.797087844801696	0	0	0.858807307279919	P2	P2	1.03319815925744	Cis	96.7868545873817	intra	15834682	AccD_ExpD_O	26580
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15808468	15809203	chr2R_15808468_15809203	-0.839168915228189	0	-0.766007050798802	0	-0.0730692507614852	0.624018248594461	0	0	0.72097101184753	P2	P2	1.09551069321502	Cis	91.2816283942676	intra	15834682	AccD_ExpD_O	25479
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15810459	15812104	chr2R_15810459_15812104	0.215946034462155	0.00262691249771748	0.0439694478809374	0.546025032667491	0.17199068840845	0.0925849253937695	0.0372038708572299	1	0.157036014417162	Ambig	Ambig	4.91127464340476	Conserved/Ambiguous	20.3613129504553	intra	15834682	AccD_ExpD_S	22578
CG8246	0.216051988670961	0.000312498301917865	0.378834319873254	4.60700366750833e-11	-0.162759054774891	0.06049619949911	0.00492632478471407	1.73510012507653e-09	0.100645533249925	P1	P1	0.570307327866296	Cis	69.9451021531486	chr2R	15823364	15825930	chr2R_15823364_15825930	-0.465545491618369	0	-0.0652951132030826	0.0799411200595375	-0.400273566030318	0	0	0.842249318827502	0	Ambig	Ambig	7.12986728685831	Trans	14.0255065033705	intra	15834682	AccD_ExpD_O	8752
CG8268	0.0599432859445029	0.0116105514048391	0.00808024662357147	0.749410469055834	0.0518551953746762	0.133815079029639	0.151865979756724	1	0.199810703568739	P1	Ambig	7.41849707527961	Conserved/Ambiguous	13.4798192929436	chr3L	7939746	7944108	chr3L_7939746_7944108	0.102404551029273	0.0336589685990149	0.153341717608526	0.00115327905632387	-0.0509074314532011	0.448797058114163	0.318263384398987	0.012302924179997	0.530246803154086	Ambig	P1	0.667819251188427	Conserved/Ambiguous	75.0648889718674	inter	7936374	AccC_ExpC	7734
CG8281	-0.194247098295182	2.38885822234636e-08	-0.155390553713775	8.36789917291192e-06	-0.0388329994534614	0.431221583268885	5.46034712589835e-07	0.000165976655156697	0.522982141578254	P2	P2	1.25005731463561	Cis	79.9963320315036	chr3L	7862158	7865348	chr3L_7862158_7865348	-0.287169545487709	0	-0.263682921001427	0	-0.0235097603539804	0.529769388326775	0	0	0.63824494219426	P2	P2	1.08907146658222	Cis	91.8213386985747	intra	7912462	AccD_ExpD_S	47114
CG8281	-0.194247098295182	2.38885822234636e-08	-0.155390553713775	8.36789917291192e-06	-0.0388329994534614	0.431221583268885	5.46034712589835e-07	0.000165976655156697	0.522982141578254	P2	P2	1.25005731463561	Cis	79.9963320315036	chr3L	7871473	7882500	chr3L_7871473_7882500	-0.00554945184396367	0.808721171257974	-0.0180412336048546	0.418496955939907	0.012484587079475	0.700742468999162	1	1	0.783167068512196	Ambig	Ambig	0.30759824774235	Conserved/Ambiguous	59.0876249487457	intra	7912462	AccC_ExpD	29962
CG8281	-0.194247098295182	2.38885822234636e-08	-0.155390553713775	8.36789917291192e-06	-0.0388329994534614	0.431221583268885	5.46034712589835e-07	0.000165976655156697	0.522982141578254	P2	P2	1.25005731463561	Cis	79.9963320315036	chr3L	7882948	7886473	chr3L_7882948_7886473	0.179376763182432	0.0203922199428919	0.179705132949178	0.0183854575332549	-0.000383977220666825	0.994820547335021	0.255294628405062	0.210083836625511	0.996857722517277	P1	P1	0.998172730175499	Conserved/Ambiguous	99.817606300054	intra	7912462	AccC_ExpD	25989
CG8281	-0.194247098295182	2.38885822234636e-08	-0.155390553713775	8.36789917291192e-06	-0.0388329994534614	0.431221583268885	5.46034712589835e-07	0.000165976655156697	0.522982141578254	P2	P2	1.25005731463561	Cis	79.9963320315036	chr3L	7900026	7902826	chr3L_7900026_7902826	0.252262298538123	0.000298288402731381	0.186184071974909	0.010887667474374	0.0660456739395598	0.516619541460615	0.00475494561597612	0.127658855412793	0.626257214586443	P1	P1	1.35490805342424	Conserved/Ambiguous	73.805746262465	intra	7912462	AccD_ExpD_O	9636
CG8291	0.00797805238027478	0.718803651085225	0.109626173789781	1.16279884367801e-06	-0.101643438649737	0.00123330290804513	1	2.45427377763319e-05	0.00321945204009863	Ambig	Ambig	0.0727750691689147	Compensatory	51.8880792792965	chr2R	15899033	15902073	chr2R_15899033_15902073	-0.0740773722001505	0.00850433246093685	0.0607282953372682	0.057934469139613	-0.134840486307779	0.00154913851080929	0.112047646350309	0.621592294423629	0.00462692845141005	Ambig	Ambig	1.21981642640791	Conserved/Ambiguous	31.057671232382	intra	15925494	AccC_ExpC	23421
CG8291	0.00797805238027478	0.718803651085225	0.109626173789781	1.16279884367801e-06	-0.101643438649737	0.00123330290804513	1	2.45427377763319e-05	0.00321945204009863	Ambig	Ambig	0.0727750691689147	Compensatory	51.8880792792965	chr2R	15902280	15904563	chr2R_15902280_15904563	0.303695392797086	1.83373255025359e-05	0.267660905266769	0.000807270397585144	0.0361552926621675	0.738617311066166	0.000338951815654646	0.0107373745300005	0.812571383436765	P1	P1	1.13462738420616	Cis	88.1346611160501	intra	15925494	AccD_ExpC	20931
CG8291	0.00797805238027478	0.718803651085225	0.109626173789781	1.16279884367801e-06	-0.101643438649737	0.00123330290804513	1	2.45427377763319e-05	0.00321945204009863	Ambig	Ambig	0.0727750691689147	Compensatory	51.8880792792965	chr2R	15919486	15921321	chr2R_15919486_15921321	-0.553866055336137	0	-0.466585191077315	0	-0.0873971826586433	0.390855421425562	0	0	0.507990932848805	P2	P2	1.18706308285802	Cis	84.2415213176673	intra	15925494	AccD_ExpC	4173
CG8306	-0.158377719856475	2.0378016325262e-05	-0.0392584474122935	0.34582558499638	-0.119105320401448	0.0330800619436982	0.000369501459227182	1	0.0592317331897453	P2	Ambig	4.03423289243171	Conserved/Ambiguous	24.7878599640595	chr2R	16619319	16622315	chr2R_16619319_16622315	0.191497560086021	0.0190052725007845	0.0770206979897586	0.399545301973524	0.11446576373979	0.351191360434848	0.239002357993515	1	0.465086979809072	Ambig	Ambig	2.48631296630789	Conserved/Ambiguous	40.2201980825034	intra	16594082	AccC_ExpD	28233
CG8306	-0.158377719856475	2.0378016325262e-05	-0.0392584474122935	0.34582558499638	-0.119105320401448	0.0330800619436982	0.000369501459227182	1	0.0592317331897453	P2	Ambig	4.03423289243171	Conserved/Ambiguous	24.7878599640595	chr2R	16630261	16634632	chr2R_16630261_16634632	0.208101069389911	0.000335011486582259	-0.0834795628592691	0.196230555726569	0.291763471686075	0.000795859336631953	0.00531003512504874	1	0.00255370821022012	P1	Ambig	2.49283851355008	Trans	22.2576439590266	intra	16594082	AccD_ExpD_O	40550
CG8318	0.0359586330259032	0.299359762089134	0.147228357328452	0.000138705139282051	-0.111256858213727	0.0316054369223555	1	0.00241652327743813	0.0570054161075168	Ambig	P1	0.244237140713885	Conserved/Ambiguous	56.9552997838555	chr3R	25988054	25991677	chr3R_25988054_25991677	0.0614528458506619	0.423682852486099	0.256687110883232	0.00186765140986963	-0.195267112393674	0.0826863828782691	1	0.0239419271613978	0.142804247135646	Ambig	Ambig	0.239407602661503	Conserved/Ambiguous	56.7990638555357	intra	25983012	AccC_ExpC	8665
CG8337	0.29655812846517	6.20703815395725e-11	0.0860265887368136	0.00210168447949127	0.210522010597267	6.75371924774361e-08	1.67655476103736e-09	0.0320099651605471	3.734112436416e-07	P1	Ambig	3.44728452934997	Conserved/Ambiguous	29.0083395056619	chr3R	26007210	26008797	chr3R_26007210_26008797	0.164438978608265	6.78264295069554e-11	0.146687905124289	6.76975750011951e-11	0.0177679208118505	0.557429200411646	1.03801877608406e-09	1.00801089798617e-09	0.631517891605599	Ambig	P1	1.1210125229407	Cis	89.2050694827876	inter	26010962	AccD_ExpD_S	2165
CG8337	0.29655812846517	6.20703815395725e-11	0.0860265887368136	0.00210168447949127	0.210522010597267	6.75371924774361e-08	1.67655476103736e-09	0.0320099651605471	3.734112436416e-07	P1	Ambig	3.44728452934997	Conserved/Ambiguous	29.0083395056619	chr3R	26009186	26009961	chr3R_26009186_26009961	0.133564166633716	9.73559564213595e-08	0.132133088539414	3.89495300289631e-06	0.00145249388487823	0.971876279328466	1.32720383954018e-06	4.67942967002229e-05	0.97939960028034	P1	P1	1.01083058081909	Cis	98.928546383083	inter	26010962	AccD_ExpD_S	1001
CG8339	-0.785559008712702	0	-0.845767028476357	0	0.0602610842007494	0.342862970606657	0	0	0.43490080062371	P2	P2	0.928812524328219	Cis	93.3543401796089	chr3L	6497988	6499409	chr3L_6497988_6499409	-0.363599968921349	0.000202290814579342	-0.386429490786581	2.57082776555784e-06	0.0229980074561602	0.860767557598589	0.00329786344157437	4.15875030897305e-05	0.902921329736429	P2	P2	0.940921895431008	Cis	94.4217424272939	intra	6495729	AccD_ExpD_S	3680
CG8339	-0.785559008712702	0	-0.845767028476357	0	0.0602610842007494	0.342862970606657	0	0	0.43490080062371	P2	P2	0.928812524328219	Cis	93.3543401796089	chr3L	6534141	6537520	chr3L_6534141_6537520	-0.173936416975407	0.0341442169020818	0.20970155698158	0.014998835235844	-0.384040374610313	0.0012423198031708	0.413457321010071	0.173356109523807	0.00378366280301812	Ambig	Ambig	0.829447427472775	Conserved/Ambiguous	35.3425898742776	intra	6495729	AccC_ExpD	41791
CG8354	-0.309007280882463	0	-0.052759692996923	0.267255499797928	-0.256259004230398	0.000152772628016384	0	1	0.000482285414805191	P2	Ambig	5.85688170893043	Trans	17.0739319948229	chr3R	26030280	26031229	chr3R_26030280_26031229	-0.121390863264665	0.00189390404473411	0.153461123623296	0.000666747303465824	-0.274944265483003	3.9977150703141e-06	0.0196259642238441	0.00722245467428379	1.22848239928965e-05	Ambig	Ambig	0.791020294903128	Conserved/Ambiguous	35.8291912755406	inter	26032910	AccD_ExpD_S	1681
CG8368	-0.751297719829701	0	-0.706445120637771	0	-0.0448161345410855	0.28563603053306	0	0	0.376017524840584	P2	P2	1.06349056406737	Cis	94.0299833197821	chr3L	6638536	6639972	chr3L_6638536_6639972	-0.706449068861168	0	-0.310706805244882	7.67834154964397e-05	-0.395867431976818	0.00061994709793356	0	0.000863384508301827	0.00138930241665236	Ambig	Ambig	2.27368392624804	Conserved/Ambiguous	43.9814869804779	inter	6607134	AccD_ExpD_S	32838
CG8368	-0.751297719829701	0	-0.706445120637771	0	-0.0448161345410855	0.28563603053306	0	0	0.376017524840584	P2	P2	1.06349056406737	Cis	94.0299833197821	chr3L	6652145	6659180	chr3L_6652145_6659180	-0.0319577159655957	0.443482649764342	0.000371836129076979	0.995030551149525	-0.0323431964642836	0.577077410643962	1	1	0.649155421871291	Ambig	Ambig	85.9456988349287	Conserved/Ambiguous	1.13706527237559	inter	6607134	AccC_ExpD	52046
CG8397	-0.205074937299221	0	0.00785185542405696	0.811893141948472	-0.212964360941581	2.16641861494615e-06	0	1	9.68016051814307e-06	P2	P2	26.1180225849423	Trans	3.55643785753099	chr2R	16021703	16023193	chr2R_16021703_16023193	-0.256588294409613	0.00232442945971423	0.188919851282049	0.0875423212387299	-0.446073775435422	0.00129800141741265	0.0332950850869694	0.917719073741852	0.00393285052788807	Ambig	P1	1.35818598558252	Trans	29.7779814546673	intra	16016732	AccD_ExpD_S	6461
CG8404	-0.142157403760809	0.000206992187716359	-0.0667304206702899	0.0984572653636997	-0.0754060868546946	0.175520229101783	0.00333357822053375	1	0.249250522171423	P2	P1	2.13032380633712	Conserved/Ambiguous	46.9412207207787	chr2R	14216977	14218552	chr2R_14216977_14218552	-0.496301830025816	0	-0.484514220141352	0	-0.0117371285547879	0.848799313731894	0	0	0.880783055988458	P2	P2	1.02432871811487	Cis	97.6249110578837	inter	14211287	AccD_ExpD_S	7265
CG8404	-0.142157403760809	0.000206992187716359	-0.0667304206702899	0.0984572653636997	-0.0754060868546946	0.175520229101783	0.00333357822053375	1	0.249250522171423	P2	P1	2.13032380633712	Conserved/Ambiguous	46.9412207207787	chr2R	14204406	14205733	chr2R_14204406_14205733	-0.217533968704296	0	0.141516264522755	3.35221080294833e-06	-0.359121012681571	0	0	5.38465469539775e-05	0	Ambig	P1	1.53716584759993	Conserved/Ambiguous	28.2712217375538	intra	14211287	AccD_ExpD_S	5554
CG8404	-0.142157403760809	0.000206992187716359	-0.0667304206702899	0.0984572653636997	-0.0754060868546946	0.175520229101783	0.00333357822053375	1	0.249250522171423	P2	P1	2.13032380633712	Conserved/Ambiguous	46.9412207207787	chr2R	14205983	14206524	chr2R_14205983_14206524	-0.308007319713929	3.6068841091641e-07	0.171698595271014	0.00335952194560574	-0.479962786412244	9.93258342241177e-09	7.8982555122949e-06	0.0418087315769479	8.33201855091456e-08	Ambig	P1	1.79388374859888	Conserved/Ambiguous	26.3582140694034	intra	14211287	AccD_ExpD_S	4763
CG8404	-0.142157403760809	0.000206992187716359	-0.0667304206702899	0.0984572653636997	-0.0754060868546946	0.175520229101783	0.00333357822053375	1	0.249250522171423	P2	P1	2.13032380633712	Conserved/Ambiguous	46.9412207207787	chr2R	14207200	14207936	chr2R_14207200_14207936	-0.377163693545958	0	0.0169704654276696	0.744109261648469	-0.394271981705942	2.31421961593981e-08	0	1	1.87177652683176e-07	P2	Ambig	22.2247112286625	Trans	4.12801618380823	intra	14211287	AccD_ExpD_S	3351
CG8404	-0.142157403760809	0.000206992187716359	-0.0667304206702899	0.0984572653636997	-0.0754060868546946	0.175520229101783	0.00333357822053375	1	0.249250522171423	P2	P1	2.13032380633712	Conserved/Ambiguous	46.9412207207787	chr2R	14220716	14222301	chr2R_14220716_14222301	-0.0461836953705932	0.122235411428562	-0.107657601011611	0.000392625625413201	0.061457771386112	0.150735226020554	1	0.00536999662814753	0.236535875786396	Ambig	P2	0.428986852174165	Conserved/Ambiguous	63.6531910241442	intra	14211287	AccC_ExpD	11014
CG8404	-0.142157403760809	0.000206992187716359	-0.0667304206702899	0.0984572653636997	-0.0754060868546946	0.175520229101783	0.00333357822053375	1	0.249250522171423	P2	P1	2.13032380633712	Conserved/Ambiguous	46.9412207207787	chr2R	14222684	14224860	chr2R_14222684_14224860	-0.360161579872315	0	-0.595289998160504	0	0.235120753646602	0.00532632415446787	0	0	0.0138635529410618	P2	P2	0.605018698424708	Cis_+_Trans,same	71.6855486787345	intra	14211287	AccD_ExpD_S	13573
CG8405	-0.0687061390411982	0.00988878792965031	-0.0710936825368963	0.0129693488872036	0.00237126927526418	0.954076465023886	0.130694070354402	0.176943204038095	0.972140149787076	Ambig	P2	0.966416938741934	Conserved/Ambiguous	96.750811568333	chr2R	16040967	16043303	chr2R_16040967_16043303	0.103900545857392	0.211764166191024	0.0907074271389203	0.346174315129276	0.0132963022967301	0.918777829005842	1	1	0.944183306251716	Ambig	Ambig	1.14544695108887	Conserved/Ambiguous	87.3021661151041	intra	16047671	AccC_ExpC	4368
CG8435	0.06010433871532	0.101751769578249	0.106317504980956	0.0040018401142287	-0.0461911921714217	0.373274513530916	1	0.0586094156206207	0.46686934927038	Ambig	Ambig	0.565328717280246	Conserved/Ambiguous	69.7023779624463	chr2R	16159642	16163737	chr2R_16159642_16163737	-0.0430040486539588	0.152516769404941	0.133715991161243	3.00063377090107e-05	-0.176760451239892	5.74418827916645e-05	1	0.000451416492241763	0.000243010616536494	P2	P1	0.321607373063569	Compensatory	43.0736054512271	intra	16170759	AccC_ExpC	7022
CG8449	-0.0909924816915437	0.000512163395126386	-0.128884437213868	1.17488513828867e-06	0.0378758586290671	0.311807985522572	0.00790191576449815	2.47566117781439e-05	0.403644648216966	Ambig	P2	0.706000535507268	Cis	77.2797846861564	chr3R	13274856	13278075	chr3R_13274856_13278075	0.457739306463338	4.7781898879668e-11	0.64129645204458	4.00231659047792e-11	-0.183528285751772	0.00773549863639467	1.03620510520515e-09	1.00801089798617e-09	0.014219812640972	P1	P1	0.713771774354863	Cis_+_Trans,same	77.7467000071801	inter	13271122	AccD_ExpD_O	6953
CG8454	-0.197642325305946	3.06294940441987e-05	0.263356774067119	2.73759909795863e-07	-0.46117791365431	0	0.000544479735582647	6.00307042672916e-06	0	P2	Ambig	0.750473672097665	Conserved/Ambiguous	36.3573740095954	chr3R	9343313	9345378	chr3R_9343313_9345378	0.19125303585539	0.0032633962993047	-0.146609826935187	0.0542177517405908	0.338125332706668	0.000743599365386977	0.0457286369982782	0.585462937603184	0.0024097215637706	Ambig	P2	1.30450352376406	Trans	30.2617319911625	intra	9267031	AccD_ExpD_O	78347
CG8454	-0.197642325305946	3.06294940441987e-05	0.263356774067119	2.73759909795863e-07	-0.46117791365431	0	0.000544479735582647	6.00307042672916e-06	0	P2	Ambig	0.750473672097665	Conserved/Ambiguous	36.3573740095954	chr3R	9346313	9349553	chr3R_9346313_9349553	0.0620553836926856	0.128703159509084	0.23608039331091	6.07579685479443e-11	-0.17401471567089	0.00202605057033867	1	1.31201665995826e-09	0.00588958858862805	Ambig	P1	0.262856998933244	Compensatory	57.5657847043055	intra	9267031	AccC_ExpD	82522
CG8454	-0.197642325305946	3.06294940441987e-05	0.263356774067119	2.73759909795863e-07	-0.46117791365431	0	0.000544479735582647	6.00307042672916e-06	0	P2	Ambig	0.750473672097665	Conserved/Ambiguous	36.3573740095954	chr3R	9349827	9351641	chr3R_9349827_9351641	0.164887255693762	0.00561241676255624	0.233794946260613	0.000181112373190373	-0.068860693139585	0.424385209507265	0.075731740315034	0.00254779480477148	0.541713756369848	Ambig	P1	0.705264413671119	Conserved/Ambiguous	77.2358472694351	intra	9267031	AccC_ExpD	84610
CG8454	-0.197642325305946	3.06294940441987e-05	0.263356774067119	2.73759909795863e-07	-0.46117791365431	0	0.000544479735582647	6.00307042672916e-06	0	P2	Ambig	0.750473672097665	Conserved/Ambiguous	36.3573740095954	chr3R	9376815	9381051	chr3R_9376815_9381051	-0.0681275144382681	0.0017332326927979	-0.163064219474514	0	0.094925838079585	0.00160555500020243	0.0251855620964356	0	0.00477599744741067	Ambig	P2	0.417795606282076	Conserved/Ambiguous	63.2029593629279	intra	9267031	AccD_ExpD_S	114020
CG8454	-0.197642325305946	3.06294940441987e-05	0.263356774067119	2.73759909795863e-07	-0.46117791365431	0	0.000544479735582647	6.00307042672916e-06	0	P2	Ambig	0.750473672097665	Conserved/Ambiguous	36.3573740095954	chr3R	9381378	9382387	chr3R_9381378_9382387	-1.1619303389489	0	-1.75089118951626	0	0.589329094856635	0.00044899167646283	0	0	0.00153640974603132	P2	P2	0.663622243293097	Cis_+_Trans,same	74.829141309879	intra	9267031	AccD_ExpD_S	115356
CG8465	0.107506760742253	2.8974315449076e-06	0.214438590883062	6.53466989081293e-11	-0.106917377199638	0.00151028419984867	5.70684478273293e-05	1.73510012507653e-09	0.00388471362013249	Ambig	Ambig	0.501340548357169	Conserved/Ambiguous	66.7262998877964	chrX	17499947	17503782	chrX_17499947_17503782	0.344922878014731	9.84091530359268e-06	0.335128277224661	9.03695927051602e-05	0.00991871880723071	0.93448319190598	0.000187414177676931	0.00130786640826384	0.953647080791087	Ambig	P1	1.02922642300191	Cis	97.1603504973504	intra	17575049	AccD_ExpD_S	71267
CG8465	0.107506760742253	2.8974315449076e-06	0.214438590883062	6.53466989081293e-11	-0.106917377199638	0.00151028419984867	5.70684478273293e-05	1.73510012507653e-09	0.00388471362013249	Ambig	Ambig	0.501340548357169	Conserved/Ambiguous	66.7262998877964	chrX	17503988	17505195	chrX_17503988_17505195	-0.66004584621903	0	-1.17936415620727	0	0.519500755125208	1.41023909097043e-05	0	0	6.65669127184756e-05	P2	P2	0.559662461119455	Cis_+_Trans,same	69.4281703424335	intra	17575049	AccD_ExpD_O	69854
CG8465	0.107506760742253	2.8974315449076e-06	0.214438590883062	6.53466989081293e-11	-0.106917377199638	0.00151028419984867	5.70684478273293e-05	1.73510012507653e-09	0.00388471362013249	Ambig	Ambig	0.501340548357169	Conserved/Ambiguous	66.7262998877964	chrX	17540787	17543870	chrX_17540787_17543870	0.215065458051145	1.94734743085327e-05	0.42994523371959	4.72199080696848e-11	-0.214867018970998	0.00314369585300844	0.000359160415213176	1.19782221028913e-09	0.00869923753480941	Ambig	P1	0.500215937249837	Conserved/Ambiguous	66.6762652595664	intra	17575049	AccD_ExpD_S	31179
CG8465	0.107506760742253	2.8974315449076e-06	0.214438590883062	6.53466989081293e-11	-0.106917377199638	0.00151028419984867	5.70684478273293e-05	1.73510012507653e-09	0.00388471362013249	Ambig	Ambig	0.501340548357169	Conserved/Ambiguous	66.7262998877964	chrX	17545494	17552861	chrX_17545494_17552861	0.510942185143404	5.93568722908848e-11	0.584923624562442	5.73920225809381e-11	-0.0739633910446543	0.0136929562127075	1.76884971706215e-09	1.30566009532088e-09	0.0308775110910209	P1	P1	0.873519488165005	Cis_+_Trans,same	88.7720639188899	intra	17575049	AccD_ExpD_S	22188
