id,chrom,branch,bias,tissue_number,testis_value,ovary_value,adj_pvalue
CG31317,chr3R,0,male,11,5.84,3.57,7.95E-14
CG31315,chr3R,0,unbiased,0,1.29,1.5,0.236227524
CG3131,chr2L,0,female,4,2.38,7.87,7.10E-24
CG31327,chr3R,0,male,1,9.41,1.75,1.77E-19
CG31336,chr3R,0,unbiased,0,1.38,1.69,0.026063208
CG31353,chr3R,0,unbiased,0,1.11,1.51,0.002295815
CG3135,chrX,0,male,7,4.37,2.79,7.14E-07
CG31349,chr3R,0,female,12,3.82,5.26,9.83E-18
CG31347,chr3R,0,male,3,9.94,1.74,2.02E-19
CG31345,chr3R,0,unbiased,3,1.7,2.05,0.111529442
CG31344,chr3R,0,female,6,4.46,7.51,9.94E-20
CG31343,chr3R,0,unbiased,4,1.68,2.1,0.222885701
CG31342,chr3R,0,female,12,8.29,10.88,5.74E-17
CG3134,chr2R,0,male,3,5.67,2.1,8.52E-23
CG31337,chr3R,0,unbiased,2,1.83,2,0.504426116
CG31304,chr3R,0,female,8,3.5,5.63,2.71E-12
CG31537,chr3R,0,unbiased,0,1.74,2.2,0.005020376
CG31517,chr3R,0,female,2,2.63,7.47,1.73E-25
CG31516,chr3R,0,male,2,6.92,2.18,1.86E-31
CG31515,chr3R,0,unbiased,2,1.67,1.8,0.672303314
CG31510,chr3R,0,female,12,6.6,7.25,0.008069263
CG3151,chr2L,0,male,8,3.21,2.44,1.18E-05
CG31498,chr3R,0,unbiased,0,1.39,1.96,4.60E-06
CG31496,chr3R,0,unbiased,1,2.2,2,0.484779367
CG3149,chrX,0,unbiased,12,6.21,6.13,0.687148389
CG31483,chr3R,0,male,2,11.22,2.19,1.24E-20
CG31482,chr3R,0,male,2,11.56,2.06,1.39E-20
CG31519,chr3R,0,unbiased,0,1.53,2.07,2.30E-05
CG3152,chr2R,0,male,11,9.76,8.06,1.44E-14
CG31536,chr3R,0,male,12,4.81,3.23,2.62E-16
CG31534,chr3R,0,female,12,4.86,7.97,1.60E-19
CG31533,chr3R,0,male,2,10.28,2.18,1.46E-19
CG31531,chr3R,0,female,12,5.22,5.67,0.042867977
CG31530,chr3R,0,male,6,3.05,1.61,2.55E-05
CG3153,chr3R,0,male,9,5.31,2.99,2.63E-09
CG31528,chr3R,0,male,2,10.47,1.99,2.10E-19
CG31526,chr3R,0,male,1,7.22,1.54,1.46E-25
CG31523,chr3R,0,female,12,6.1,8.29,1.26E-22
CG31522,chr3R,0,female,12,2.78,3.48,0.000512949
CG31481,chr3R,0,unbiased,0,2.37,1.84,0.001206843
CG31478,chr3R,0,female,12,5.48,8.59,1.06E-20
CG31451,chr3R,0,male,7,3.59,2.12,2.95E-08
CG31450,chr3R,0,female,12,8.83,10.09,1.05E-14
CG31449,chr3R,0,NA,NA,NA,NA,NA
CG31447,chr3R,0,NA,NA,NA,NA,NA
CG31446,chr3R,0,unbiased,2,1.73,2.08,0.523176061
CG31439,chr3R,0,unbiased,0,1.69,1.9,0.593682326
CG31437,chr3R,0,male,1,3.06,1.91,2.02E-08
CG31431,chr3R,0,male,8,4.98,2.68,3.91E-10
CG3143,chr3R,0,female,12,2.64,7.07,4.69E-22
CG31426,chr3R,0,female,12,6.6,7.37,0.000157184
CG31453,chr3R,0,female,6,5.92,8.86,6.21E-21
CG31457,chr3R,0,female,11,4.3,7.84,2.82E-22
CG31475,chr3R,0,male,4,3.81,1.58,2.94E-12
CG31473,chr3R,0,male,2,10.96,2.37,1.95E-21
CG31472,chr3R,0,female,12,6.41,8.71,9.27E-20
CG31469,chr3R,0,unbiased,6,2.4,2.32,0.755667177
CG31465,chr3R,0,male,2,8.02,1.72,4.25E-18
CG31463,chr3R,0,unbiased,2,1.48,1.88,0.295795626
CG31462,chr3R,0,unbiased,0,1.78,1.69,0.489781994
CG31461,chr3R,0,unbiased,0,1.48,1.68,0.112163047
CG31460,chr3R,0,female,12,7.72,8.72,6.78E-09
CG31459,chr3R,0,male,3,11.63,1.9,1.20E-22
CG31419,chr3R,0,unbiased,2,1.91,2.38,0.013159808
CG31222,chr3R,0,unbiased,1,2.18,1.96,0.258086552
CG31199,chr3R,0,male,5,3.29,2.48,0.001210996
CG31196,chr3R,0,female,12,11.98,12.79,1.34E-11
CG31195,chr3R,0,female,10,4.15,6.02,3.04E-06
CG31191,chr3R,0,unbiased,3,1.13,1.37,0.17342936
CG31190,chr3R,0,unbiased,1,2.06,1.99,0.663658504
CG3119,chr2L,0,unbiased,0,1.93,2.17,0.056680827
CG31189,chr3R,0,unbiased,4,1.84,2.31,0.129748611
CG31184,chr3R,0,female,12,6.66,9.76,8.60E-21
CG31183,chr3R,0,unbiased,1,2.32,2.49,0.383136727
CG31179,chr3R,0,unbiased,0,1.87,1.99,0.453215532
CG31200,chr3R,0,unbiased,5,2.14,2.45,0.094651949
CG31201,chr3R,0,unbiased,5,2.6,2.41,0.284879133
CG31221,chr3R,0,unbiased,3,2.19,2.67,0.021712247
CG31217,chr3R,0,female,8,3.23,3.79,0.003403647
CG31216,chr3R,0,female,4,2.08,5.76,2.46E-19
CG31212,chr3R,0,female,10,5.63,6.39,0.002479752
CG31211,chr3R,0,unbiased,11,5.51,5.56,0.793619618
CG31210,chr3R,0,unbiased,0,2.73,1.82,1.19E-05
CG3121,chr2R,0,male,2,10.06,1.58,9.34E-20
CG31207,chr3R,0,unbiased,3,2.03,1.92,0.649659807
CG31204,chr3R,0,male,2,10.68,1.9,7.97E-24
CG31203,chr3R,0,unbiased,3,1.96,2.15,0.38798903
CG31178,chr3R,0,male,3,11.67,2.05,6.05E-24
CG31177,chr3R,0,unbiased,4,1.53,1.86,0.385214229
CG31152,chr3R,0,female,10,3.13,7.47,5.44E-22
CG31151,chr3R,0,female,12,3.48,8.23,3.34E-23
CG31150,chr3R,0,male,9,9.07,2.93,2.71E-26
CG31149,chr3R,0,male,6,4.59,1.91,3.45E-15
CG31148,chr3R,0,unbiased,3,2.22,2.11,0.825443226
CG31146,chr3R,0,unbiased,3,1.73,1.74,0.950910625
CG31145,chr3R,0,unbiased,12,4.16,4.25,0.594262359
CG31142,chr3R,0,unbiased,12,6.88,6.65,0.240380868
CG31140,chr3R,0,male,6,2.55,1.74,5.68E-05
CG3114,chrX,0,female,11,2.23,5.87,1.37E-24
CG31155,chr3R,0,female,12,7.78,10,8.51E-15
CG31156,chr3R,0,female,11,4.01,5.74,1.17E-08
CG31176,chr3R,0,unbiased,6,2.32,2.75,0.109487765
CG31174,chr3R,0,male,8,10.29,2.77,3.46E-19
CG31173,chr3R,0,unbiased,0,1.8,2.19,0.000817081
CG31170,chr3R,0,male,12,9.98,9.68,0.000124349
CG31169,chr3R,0,male,5,12.15,4.67,9.67E-20
CG31163,chr3R,0,NA,NA,NA,NA,NA
CG31161,chr3R,0,male,4,11.38,3.04,2.61E-26
CG31159,chr3R,0,male,9,7.24,4.66,9.22E-17
CG31158,chr3R,0,female,12,6.1,8.77,1.61E-10
CG31157,chr3R,0,unbiased,1,2.08,1.96,0.369340029
CG31137,chr3R,0,male,12,11.94,10.5,3.09E-09
CG31303,chr3R,0,unbiased,8,2.33,2.75,0.052464205
CG31286,chr3R,0,male,2,10.62,1.98,2.77E-19
CG31285,chr3R,0,female,3,2.43,5.88,3.81E-23
CG31284,chr3R,0,unbiased,9,3.6,3.47,0.592920021
CG31281,chr3R,0,male,4,9.2,2.73,3.62E-26
CG31280,chr3R,0,unbiased,0,1.76,1.68,0.549260182
CG31279,chr3R,0,male,4,6.76,3.08,4.02E-20
CG31278,chr3R,0,female,5,2.73,4.67,6.59E-15
CG31275,chr3R,0,male,2,11.23,2.15,9.18E-21
CG31272,chr3R,0,male,4,3.03,2.32,4.09E-06
CG3127,chr2L,0,female,12,6.36,10.76,3.85E-30
CG31287,chr3R,0,male,5,12.06,2.17,5.70E-22
CG31288,chr3R,0,male,8,4.56,2.39,1.21E-05
CG31302,chr3R,0,unbiased,1,2.02,1.86,0.232727706
CG31301,chr3R,0,female,12,8.01,9.75,7.47E-20
CG31300,chr3R,0,male,8,5.41,1.56,4.89E-18
CG31299,chr3R,0,female,12,5.18,8.66,2.81E-17
CG31298,chr3R,0,male,4,2.85,1.83,7.19E-06
CG31294,chr3R,0,male,3,10.91,1.78,7.99E-19
CG31293,chr3R,0,female,9,2.03,5.53,2.28E-20
CG31291,chr3R,0,unbiased,0,2.26,2.18,0.512421829
CG3129,chrX,0,female,12,7.4,8.74,1.74E-12
CG31289,chr3R,0,female,12,6.66,10.47,3.79E-27
CG31267,chr3R,0,unbiased,3,1.9,2.33,0.014218508
CG31266,chr3R,0,unbiased,3,1.82,1.96,0.567851333
CG31243,chr3R,0,male,11,7.19,4.62,1.40E-14
CG31241,chr3R,0,female,12,3.96,6.23,1.16E-13
CG31240,chr3R,0,unbiased,6,1.53,1.8,0.106780176
CG3124,chr2R,0,male,3,13.69,2.64,1.69E-25
CG31235,chr3R,0,unbiased,2,1.92,1.82,0.62708182
CG31232,chr3R,0,female,11,8.14,8.74,0.01342581
CG31229,chr3R,0,male,12,8.06,7.28,9.29E-06
CG31226,chr3R,0,male,3,13.36,1.9,1.32E-31
CG31225,chr3R,0,unbiased,0,1.32,1.57,0.051441432
CG31224,chr3R,0,female,12,5.27,9.07,1.32E-25
CG31245,chr3R,0,male,2,10.99,2.09,2.69E-22
CG31246,chr3R,0,unbiased,1,1.22,1.45,0.129470569
CG31265,chr3R,0,unbiased,3,1.82,2.15,0.216484448
CG3126,chrX,0,female,12,3.13,5.29,3.46E-09
CG31259,chr3R,0,male,4,2.94,2.08,0.012110601
CG31258,chr3R,0,female,3,6.69,9.71,5.11E-19
CG31256,chr3R,0,female,9,2.7,6.64,2.17E-19
CG31251,chr3R,0,female,9,4.59,6.92,2.35E-15
CG3125,chrX,0,female,12,2.81,8.12,1.67E-28
CG31249,chr3R,0,female,12,7.09,7.75,0.004829799
CG31248,chr3R,0,unbiased,8,2.27,2.6,0.046940327
CG31247,chr3R,0,unbiased,2,2.14,2.2,0.500823235
CG31223,chr3R,0,female,11,2.7,5.78,4.21E-15
CG15645,chrX,0,female,9,5.17,5.68,0.007026135
CG15625,chr2L,0,male,2,7.03,1.96,2.51E-25
CG15624,chr2L,0,male,6,7.22,2.83,4.23E-20
CG15623,chr2L,0,male,2,10.68,2.23,1.28E-19
CG15618,chrX,0,female,10,3.07,6.01,3.08E-16
CG15617,chr2R,0,unbiased,2,1.75,2.21,0.011776882
CG15615,chr2R,0,unbiased,1,1.77,2.04,0.224913906
CG15614,chr2R,0,unbiased,0,1.37,1.84,0.000206839
CG15611,chr2R,0,unbiased,11,4.81,4.62,0.373428955
CG1561,chrX,0,unbiased,2,1.68,1.88,0.237007996
CG15609,chr2R,0,female,12,4.89,7.44,6.60E-22
CG15626,chr2L,0,female,12,7.67,9.67,1.76E-23
CG15627,chr2L,0,unbiased,1,1.75,1.96,0.195786644
CG15643,chrX,0,female,6,1.7,6.13,4.66E-27
CG15642,chrX,0,unbiased,3,2.62,2.48,0.523760264
CG15639,chr2L,0,unbiased,0,2.62,2.83,0.26331635
CG15638,chr2L,0,male,2,9.34,2.34,1.09E-26
CG15634,chr2L,0,male,1,4.38,1.81,2.36E-15
CG15632,chr2L,0,male,3,8.76,1.73,3.74E-22
CG15631,chr2L,0,male,3,10.71,2.23,2.41E-17
CG15630,chr2L,0,unbiased,3,2.1,2.15,0.778303996
CG15629,chr2L,0,unbiased,3,2.35,2.38,0.921780334
CG15628,chr2L,0,male,4,2.28,1.52,3.59E-05
CG15605,chr2R,0,male,2,10.03,1.98,1.51E-22
CG15604,chrX,0,NA,NA,NA,NA,NA
CG1559,chrX,0,unbiased,12,6.56,6.92,0.050975321
CG15589,chr3R,0,unbiased,1,2.37,1.8,0.001830652
CG15585,chr3R,0,unbiased,0,1.75,2.16,0.004050101
CG15582,chr3R,0,unbiased,1,1.76,2.01,0.154942517
CG15581,chr3R,0,unbiased,0,2.23,1.92,0.07809408
CG1558,chrX,0,female,7,2.67,7.1,4.95E-23
CG15579,chrX,0,male,1,8.17,2.19,7.51E-28
CG15576,chrX,0,male,3,11.25,2.23,2.71E-23
CG15573,chrX,0,female,2,1.74,10.18,3.46E-26
CG15572,chrX,0,male,2,10.56,1.99,3.33E-20
CG15590,chr3R,0,male,1,3.17,1.97,4.18E-09
CG15591,chr3R,0,unbiased,1,1.65,2.12,0.028126691
CG15603,chrX,0,unbiased,1,1.75,2,0.084032558
CG15601,chrX,0,unbiased,8,6.1,5.92,0.333426411
CG1560,chrX,0,female,12,7.45,8.64,1.49E-11
CG15598,chr3R,0,unbiased,0,2.13,2.4,0.038411814
CG15597,chr3R,0,unbiased,0,2.06,2.15,0.532878973
CG15596,chr3R,0,unbiased,0,2.09,2.2,0.444881451
CG15595,chr3R,0,unbiased,1,2.13,2.07,0.677330284
CG15594,chr3R,0,unbiased,0,2.04,2.47,0.000396898
CG15593,chr3R,0,unbiased,0,2.06,2.39,0.030532827
CG15592,chr3R,0,male,1,3.49,1.82,6.71E-11
CG15571,chrX,0,female,2,1.52,8.54,7.74E-27
CG15735,chrX,0,female,12,4.77,9.71,1.80E-30
CG15712,chr2R,0,unbiased,0,1.83,2.1,0.109567922
CG15711,chr2R,0,male,2,10.29,2.2,4.26E-34
CG1571,chrX,0,male,2,8.61,1.79,1.73E-23
CG15709,chr2R,0,unbiased,0,2,2.44,0.027673955
CG15708,chr2R,0,male,2,9.94,2.06,2.52E-21
CG15707,chr2R,0,female,3,7.28,10.01,2.44E-18
CG15706,chr2R,0,female,12,2.8,4.55,7.37E-11
CG15705,chr2R,0,male,2,9.79,1.24,6.53E-22
CG15704,chr2R,0,unbiased,2,2.11,2.72,0.00030402
CG15701,chr2R,0,unbiased,2,2.16,2.33,0.468903267
CG15717,chrX,0,female,11,2.74,8.54,4.30E-26
CG15719,chrX,0,male,2,9.08,1.89,2.32E-26
CG15733,chrX,0,unbiased,0,1.75,2.25,0.001492471
CG15731,chrX,0,unbiased,0,1.42,2.07,1.90E-05
CG15730,chrX,0,unbiased,1,2.54,2.33,0.102252995
CG15729,chrX,0,unbiased,0,1.6,1.95,0.012592639
CG15728,chrX,0,male,1,8.69,2.16,6.18E-33
CG15727,chrX,0,female,12,6.14,7.77,1.99E-09
CG15725,chrX,0,unbiased,0,1.85,2.04,0.191578067
CG15721,chrX,0,female,2,1.35,8.3,2.32E-20
CG15720,chrX,0,unbiased,0,2.19,2.37,0.066559422
CG1572,chrX,0,male,12,7.79,6.32,2.13E-09
CG15699,chr2R,0,unbiased,0,1.79,2.33,0.012660951
CG15697,chr3R,0,female,12,9.95,11.87,4.18E-25
CG15669,chr2R,0,unbiased,12,5,4.67,0.20366227
CG15667,chr2R,0,female,12,4.74,7.25,1.90E-15
CG15666,chr2R,0,unbiased,1,1.69,1.7,0.957300859
CG15661,chr2R,0,unbiased,6,1.82,2.32,0.003676742
CG15658,chr2R,0,female,9,3.87,4.85,7.89E-05
CG15657,chr2R,0,male,3,11.58,2.2,4.17E-23
CG15653,chr2R,0,unbiased,10,6.62,6.45,0.256190712
CG15651,chr2R,0,unbiased,3,1.33,1.13,0.324265855
CG15650,chr2R,0,unbiased,0,2.2,2.69,0.0072852
CG15649,chr2R,0,unbiased,4,1.62,1.59,0.917415315
CG1567,chrX,0,unbiased,0,1.41,1.73,0.013374911
CG15671,chr2R,0,unbiased,2,2.26,2.78,0.000318289
CG15696,chr3R,0,unbiased,0,1.85,2.14,0.068300185
CG15695,chr3R,0,male,8,8.32,2.51,2.10E-20
CG15693,chr3R,0,female,12,11.56,13.8,1.45E-31
CG15690,chr3R,0,unbiased,2,1.85,2.01,0.323304012
CG1569,chr3R,0,female,6,4.53,7.82,3.22E-21
CG15685,chr3R,0,unbiased,0,1.61,1.83,0.084284594
CG15684,chr3R,0,unbiased,0,2.04,2.46,0.004192067
CG15678,chr2R,0,unbiased,8,2.4,2.73,0.444450631
CG15674,chr2R,0,unbiased,1,2.64,1.66,3.69E-08
CG15673,chr2R,0,unbiased,6,2.3,2.91,0.003033362
CG15646,chrX,0,unbiased,0,2.82,2.74,0.593513948
CG15481,chr2L,0,unbiased,12,8.21,7.74,0.059978211
CG1546,chr3R,0,unbiased,1,1.82,1.87,0.760470686
CG15459,chrX,0,male,2,9.65,2.33,1.01E-26
CG15458,chrX,0,male,2,8.67,1.92,4.13E-21
CG15457,chrX,0,female,3,1.54,4.67,6.40E-16
CG15456,chrX,0,female,7,4.75,6,3.94E-07
CG15455,chrX,0,unbiased,0,1.67,1.92,0.093406346
CG15454,chrX,0,unbiased,0,1.53,1.95,0.006280762
CG15452,chrX,0,male,2,9.62,1.43,2.01E-20
CG15450,chrX,0,male,1,8.29,1.9,2.21E-25
CG1545,chrX,0,unbiased,3,1.51,1.71,0.145008277
CG15464,chrX,0,unbiased,0,2.05,2.57,0.000446546
CG15465,chrX,0,unbiased,1,1.64,1.92,0.160993939
CG15480,chr2L,0,unbiased,0,2.02,2.18,0.253107375
CG1548,chr2R,0,female,12,10.22,11.28,1.88E-18
CG15479,chr2L,0,unbiased,2,1.73,2.27,0.001809503
CG15478,chrX,0,unbiased,1,1.7,2.11,0.003416154
CG15477,chr2L,0,unbiased,0,1.34,1.85,0.000130707
CG15475,chr2L,0,male,2,10.34,2.02,6.81E-21
CG15473,chrX,0,unbiased,0,1.98,2.39,0.007447085
CG15471,chrX,0,male,1,7.76,1.73,3.90E-29
CG15470,chrX,0,unbiased,0,2.42,2.68,0.022433635
CG15468,chrX,0,male,3,10.26,2.82,1.32E-17
CG15449,chrX,0,male,4,4.26,2.39,4.45E-11
CG15445,chrX,0,male,12,8.57,7.09,5.71E-14
CG15432,chr2L,0,female,12,5.76,6.75,4.49E-08
CG15431,chr2L,0,unbiased,1,2.29,2.93,0.001089087
CG1543,chrX,0,unbiased,2,2.15,1.97,0.222546741
CG15429,chr2L,0,male,2,8.63,1.57,3.70E-24
CG15427,chr2L,0,unbiased,1,1.51,1.91,0.000941637
CG15425,chr2L,0,male,3,11.32,2.22,1.88E-21
CG15423,chr2L,0,unbiased,2,2.96,3.03,0.867318693
CG15422,chr2L,0,unbiased,3,3.13,3.31,0.561750053
CG1542,chr3R,0,female,12,6.62,8.17,8.98E-11
CG15418,chr2L,0,male,5,9.61,4.78,3.68E-14
CG15433,chr2L,0,female,12,4.7,7.47,2.11E-15
CG15434,chr2L,0,male,2,6.36,1.75,1.47E-20
CG15444,chr2L,0,unbiased,9,2.78,2.34,0.058800122
CG15443,chr2L,0,female,12,6.16,8.12,2.77E-16
CG15442,chr2L,0,female,12,11.76,14.03,1.81E-31
CG15441,chr2L,0,female,12,5.04,7.97,3.34E-20
CG15440,chr2L,0,unbiased,12,6.45,6.23,0.221337648
CG1544,chr3R,0,unbiased,5,2.58,3.48,0.000639263
CG15439,chr2L,0,female,4,3.71,6.51,2.20E-20
CG15438,chr2L,0,female,12,4.43,7.04,4.71E-17
CG15437,chr2L,0,female,12,7.11,7.47,0.034792249
CG15435,chr2L,0,unbiased,8,7.59,7.95,0.136196561
CG15415,chr2L,0,female,3,4.36,6.42,2.06E-09
CG15570,chrX,0,female,3,2.81,8.15,1.27E-16
CG15547,chr3R,0,male,5,8.77,2.54,2.97E-17
CG15546,chr3R,0,unbiased,3,2.31,2.74,0.040504606
CG15545,chr3R,0,unbiased,1,2.26,2.42,0.321761091
CG15544,chr3R,0,unbiased,2,2.09,2.04,0.838863018
CG15543,chr3R,0,male,2,9.09,2.08,6.44E-21
CG1554,chrX,0,female,12,7.48,11.62,2.07E-35
CG15538,chr3R,0,unbiased,0,1.85,1.8,0.663107785
CG15537,chr3R,0,unbiased,2,1.97,2.2,0.08394712
CG15536,chr3R,0,male,12,7.62,5.88,2.86E-09
CG15535,chr3R,0,female,12,5.76,8.07,4.24E-13
CG15548,chr3R,0,male,2,8.76,2.29,4.00E-21
CG15549,chr3R,0,male,2,8.63,2.06,4.90E-25
CG15564,chr3R,0,unbiased,0,2.25,2.82,0.000400175
CG15563,chr3R,0,male,1,2.86,2.51,0.035985806
CG15561,chr3R,0,female,8,4.41,5.93,3.79E-08
CG15556,chr3R,0,male,9,3.85,2.34,4.27E-07
CG15555,chr3R,0,unbiased,0,1.66,1.96,0.020904436
CG15554,chr3R,0,unbiased,1,2.55,2.25,0.069863365
CG15553,chr3R,0,unbiased,3,1.9,2.24,0.216630051
CG15552,chr3R,0,male,3,3.7,1.71,2.51E-07
CG15551,chr3R,0,male,1,8.36,2.01,1.81E-20
CG1555,chr2R,0,unbiased,0,1.19,1.5,0.024253239
CG15534,chr3R,0,unbiased,2,1.67,2.06,0.217129062
CG15533,chr3R,0,unbiased,1,2,2.21,0.495502061
CG15517,chr3R,0,unbiased,0,1.92,2.36,0.008506255
CG15515,chr3R,0,unbiased,2,2.28,2.38,0.649715402
CG15514,chr3R,0,female,12,5.77,8.94,1.56E-22
CG15506,chr3R,0,male,3,4.11,2.29,3.69E-10
CG15505,chr3R,0,unbiased,1,1.87,2.42,0.003036605
CG15504,chr3R,0,unbiased,0,2.68,3.23,0.01576228
CG1550,chr2R,0,female,12,4.37,7.14,1.32E-13
CG15499,chr3R,0,unbiased,1,2.79,2.54,0.065376218
CG15497,chr3R,0,unbiased,0,1.8,2.01,0.220158802
CG15485,chr2L,0,unbiased,0,2.17,2.17,0.976288792
CG1552,chrX,0,unbiased,3,1.56,2,0.006828947
CG15520,chr3R,0,unbiased,3,1.82,1.96,0.340156138
CG15532,chr3R,0,female,11,6.78,7.59,0.000681631
CG15531,chr3R,0,unbiased,1,1.92,1.99,0.715623075
CG15530,chr3R,0,male,3,10.87,1.76,3.08E-21
CG1553,chr2R,0,female,12,6.46,9.31,1.82E-19
CG15529,chr3R,0,unbiased,5,2.02,2.97,0.000196898
CG15528,chr3R,0,unbiased,6,3.05,3.44,0.096371127
CG15525,chr3R,0,female,12,6.07,7.15,8.49E-06
CG15524,chr3R,0,unbiased,5,6.97,7.49,0.128959607
CG15523,chr3R,0,male,11,9.72,5.91,1.44E-16
CG15522,chr3R,0,unbiased,3,1.43,1.68,0.26696159
CG15482,chr2L,0,male,2,10.84,2.13,5.03E-22
CG1660,chrX,0,male,12,10.14,9.41,4.14E-06
CG1639,chrX,0,female,12,9.18,9.49,0.002951945
CG1637,chrX,0,female,12,6.48,6.84,0.008824024
CG1636,chrX,0,female,12,4.22,6.15,3.41E-08
CG1635,chr3R,0,female,12,3.92,7.38,1.64E-21
CG1634,chrX,0,male,12,4.67,4.3,0.041388231
CG1633,chrX,0,female,12,9.23,13.39,2.16E-30
CG1632,chrX,0,unbiased,5,3.66,3.49,0.504527513
CG1629,chr4,0,male,8,5.76,1.61,6.46E-21
CG1628,chrX,0,male,10,5.8,4.61,2.22E-07
CG1625,chr2R,0,male,1,6.15,2.1,4.92E-19
CG1640,chrX,0,female,12,6.14,9.96,4.88E-28
CG1641,chrX,0,unbiased,1,3.31,2.83,0.199205076
CG1659,chrX,0,female,12,8.22,9.37,5.42E-08
CG1657,chrX,0,female,12,3.93,7.82,7.89E-25
CG1656,chr2R,0,unbiased,2,2.4,2.43,0.886491191
CG1652,chr2R,0,unbiased,4,2.87,2.49,0.244467625
CG1651,chr4,0,female,12,8.62,10.31,1.02E-17
CG1650,chr2R,0,unbiased,0,1.68,1.96,0.007671075
CG1648,chr2R,0,male,11,7.53,4.55,4.15E-17
CG1647,chr3R,0,female,10,4.08,6.49,1.67E-13
CG1646,chr3R,0,unbiased,12,7.88,8.13,0.099930943
CG1643,chrX,0,female,12,3.22,7.57,1.06E-19
CG1624,chr2R,0,female,10,1.75,10.14,7.94E-30
CG1623,chr2R,0,unbiased,12,4.77,5.09,0.121996302
CG1600,chr2R,0,female,12,6.19,6.6,0.036194793
CG1599,chr2R,0,female,12,8.61,10.06,6.98E-20
CG1598,chr2R,0,unbiased,12,9.25,9.32,0.426935809
CG1597,chrX,0,female,12,4.27,8.85,1.56E-22
CG1594,chrX,0,female,12,4.5,8.6,2.16E-27
CG15930,chrX,0,male,1,3.72,2.5,1.38E-11
CG15929,chrX,0,female,12,3.13,8.13,5.23E-25
CG15927,chrX,0,unbiased,0,2.26,2.03,0.09645652
CG15926,chrX,0,female,12,5.34,6.77,7.00E-08
CG15925,chr2R,0,male,2,9.1,1.69,5.92E-24
CG1602,chr2R,0,female,11,3.49,5.93,1.19E-15
CG1603,chr2R,0,unbiased,11,6.87,7.11,0.329824438
CG1622,chrX,0,female,12,6.82,10.34,1.94E-28
CG1621,chr2R,0,female,7,3.49,5.93,1.18E-14
CG1620,chr2R,0,female,12,8.05,10.57,2.24E-24
CG1619,chrX,0,female,10,5.18,8.44,5.42E-18
CG1618,chrX,0,male,5,8.84,6.65,1.33E-05
CG1616,chr2R,0,female,3,5.15,9.4,6.49E-24
CG1615,chrX,0,female,8,0.93,9.49,3.07E-24
CG1609,chr3R,0,female,12,5.96,8.63,7.94E-17
CG1607,chr3R,0,male,10,2.54,1.61,2.00E-05
CG1605,chr2R,0,female,10,2.73,6.56,5.49E-25
CG15923,chr3R,0,unbiased,0,1.58,1.9,0.031339417
CG1676,chrX,0,female,12,4.57,8.1,7.92E-22
CG1674,chr4,0,unbiased,8,2.18,2.07,0.634664821
CG16739,chr2R,0,male,3,11.14,1.92,6.40E-21
CG16738,chr2L,0,unbiased,2,1.63,1.88,0.236227524
CG16734,chr3R,0,female,12,5.85,7.67,6.72E-10
CG16733,chr3R,0,unbiased,0,1.69,1.96,0.066614299
CG1673,chrX,0,female,10,1.94,6.18,4.26E-18
CG16728,chr2R,0,female,12,6.18,9.17,8.25E-19
CG16727,chr3R,0,male,3,3.05,2.31,0.039609758
CG16725,chr3L,0,female,12,10.15,10.43,0.030250832
CG16724,chr3L,0,female,11,5.52,7.25,3.09E-16
CG16740,chr3R,0,unbiased,3,1.61,2.07,0.069464859
CG16742,chr2R,0,female,11,4,6.08,3.35E-13
CG16758,chr3L,0,male,7,3.69,3.18,0.015488061
CG16757,chr3L,0,female,11,2.83,7.62,2.98E-25
CG16756,chrX,0,unbiased,3,1.33,1.64,0.165119774
CG16755,chr3R,0,unbiased,0,1.5,1.88,0.041919631
CG16753,chr3L,0,female,11,5.2,8.08,3.91E-19
CG16752,chrX,0,female,5,1.1,2.16,5.74E-05
CG1675,chr2R,0,male,12,9.41,8.04,5.10E-09
CG16749,chr3R,0,unbiased,3,1.6,2.3,0.006628362
CG16747,chr2R,0,female,12,9.92,11.65,4.64E-21
CG16743,chr2L,0,unbiased,6,2.05,2.28,0.546055341
CG16723,chr3R,0,unbiased,0,1.36,1.62,0.036188485
CG16721,chrX,0,male,12,10.15,6.79,4.63E-22
CG16704,chr2L,0,unbiased,7,1.87,2.21,0.209563372
CG16700,chrX,0,female,11,2.26,7.31,3.77E-22
CG1670,chrX,0,unbiased,2,2.08,2.49,0.036448488
CG1669,chr2R,0,female,10,3.86,5.69,2.77E-13
CG1668,chrX,0,unbiased,4,2.42,2.79,0.328247826
CG1667,chr2R,0,female,12,3.92,8.54,5.57E-28
CG1666,chrX,0,female,12,4.62,9.46,1.14E-26
CG1665,chr2R,0,female,11,3.45,7.72,1.18E-23
CG1664,chrX,0,female,12,5.02,9.86,3.81E-31
CG1663,chr2R,0,male,9,8.07,7.19,0.000454409
CG16705,chr3R,0,male,6,3.93,2.24,4.11E-10
CG16707,chr3L,0,female,12,9.54,10.5,7.01E-16
CG16720,chr2R,0,unbiased,3,1.59,1.76,0.518390212
CG16719,chr3L,0,male,3,12.07,1.75,1.81E-21
CG16718,chr3R,0,female,12,4.34,7.44,5.10E-18
CG16717,chr3L,0,unbiased,12,7.18,7.48,0.203448644
CG16716,chr2R,0,male,3,10.34,1.74,1.25E-19
CG16713,chr2L,0,unbiased,6,1.42,1.4,0.934831192
